K_layers,dmu,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
4,0.7356738702176276,0.45640039012480876,0.4564003901248087,1.216281853222725e-16,1.216281853222725e-14
8,0.3678369351088138,0.45640039012480876,0.4564003901248087,1.216281853222725e-16,1.216281853222725e-14
16,0.1839184675544069,0.4564003901248087,0.4564003901248087,0.0,0.0
32,0.09195923377720346,0.45640039012480865,0.4564003901248087,1.216281853222725e-16,1.216281853222725e-14
64,0.04597961688860173,0.4564003901248087,0.4564003901248087,0.0,0.0
128,0.022989808444300864,0.4564003901248087,0.4564003901248087,0.0,0.0
