seed,n_sites,n_cases,t_final,gamma_deph,eta0,intercept_max_abs_residual,coef_dt_max_abs_residual,coef_dmu_max_abs_residual,coef_dt_dmu_max_abs_residual,fit_r2_max_abs_residual,intercept_mean_abs_residual,coef_dt_mean_abs_residual,coef_dmu_mean_abs_residual,coef_dt_dmu_mean_abs_residual,fit_r2_mean_abs_residual,max_residual_overall,mean_residual_overall,intercept_abs,intercept_abs_tol,intercept_rel_tol,intercept_scaled_tol,pass_intercept_tol,pass_intercept_scaled_tol,pass_all
20270224,5,12,0.8999999999999999,0.44609374967037735,0.6744512391638847,0.00147306296503148,0.11500631495466708,-0.0036603855819941616,0.6499436622977541,0.9207209402667317,-5.599762294350374e-05,-0.015792141223482076,-0.00041600737256218404,0.32777068576229335,0.9611555664155019,0.0418672418815028,0.003761202233089187,0.00147306296503148,0.0005,0.08,0.003349379350520224,False,True,True
