n,omega_profile,dmu_mcwf,Delta_mu,K_layers,Gamma,p_jump,Ntraj,dS_hor_avg,dQ_avg,dQ_in,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,oscillating,0.03,2.0,64,0.12,0.0036,700,0.014628571428571428,-4.24322908159726e-05,4.24322908159726e-05,0.019590009201611355,0.01959000920161055,0.002857142857142857,0.015468545431184854,0.19942045675828285,0.0006042584963181824,0.18285714285714286
1,oscillating,0.03,2.0,64,0.12,0.0036,700,0.007314285714285714,-2.1216145407985743e-05,2.1216145407985743e-05,0.02764423766327766,0.008054228461666306,0.0014285714285714286,0.015468545431184854,0.1991347540981707,0.0006042584963181825,0.2742857142857143
2,oscillating,0.03,2.0,64,0.12,0.0036,700,0.043885714285714285,-0.00012729687244791542,0.00012729687244791542,0.0687522787298542,0.04110804106657655,0.008571428571428572,0.015468545431184852,0.19742053813749774,0.0006042584963181826,0.8228571428571428
3,oscillating,0.03,2.0,64,0.12,0.0036,700,0.014628571428571428,-4.243229081597212e-05,4.243229081597212e-05,0.0808545011445585,0.012102222414704294,0.002857142857142857,0.015468545431184854,0.19684913281727348,0.0006042584963181825,1.0057142857142858
4,oscillating,0.03,2.0,64,0.12,0.0036,700,0.0,0.0,-0.0,0.0808545011445585,0.0,0.0,0.015468545431184854,0.19684913281727348,0.0006042584963181825,1.0057142857142858
5,oscillating,0.03,2.0,64,0.12,0.0036,700,0.0,0.0,-0.0,0.0808545011445585,0.0,0.0,0.015468545431184854,0.19684913281727348,0.0006042584963181825,1.0057142857142858
6,oscillating,0.03,2.0,64,0.12,0.0036,700,0.007314285714285714,-0.002835926711734871,0.002835926711734871,0.09161809433065796,0.010763593186099457,0.0014285714285714286,0.015468545431184854,0.19656343015716132,0.0006042584963181825,1.0971428571428572
7,oscillating,0.03,2.0,64,0.12,0.0036,700,0.014628571428571428,-4.243229081597197e-05,4.243229081597197e-05,0.10318548609060837,0.011567391759950418,0.002857142857142857,0.015468545431184854,0.195992024836937,0.0006042584963181825,1.28
8,oscillating,0.03,2.0,64,0.12,0.0036,700,0.021942857142857142,-6.364843622395787e-05,6.364843622395787e-05,0.11971260841099295,0.01652712232038457,0.004285714285714286,0.015468545431184854,0.19513491685660056,0.0006042584963181826,1.5542857142857143
9,oscillating,0.03,2.0,64,0.12,0.0036,700,0.029257142857142857,-8.486458163194472e-05,8.486458163194472e-05,0.14048549063849713,0.02077288222750419,0.005714285714285714,0.015468545431184854,0.19399210621615195,0.0006042584963181825,1.92
10,oscillating,0.03,2.0,64,0.12,0.0036,700,0.029257142857142857,-8.486458163194456e-05,8.486458163194456e-05,0.16007410894724955,0.019588618308752415,0.005714285714285714,0.015468545431184854,0.19284929557570335,0.0006042584963181826,2.2857142857142856
11,oscillating,0.03,2.0,64,0.12,0.0036,700,0.0,0.0,-0.0,0.16007410894724955,0.0,0.0,0.015468545431184854,0.19284929557570335,0.0006042584963181826,2.2857142857142856
12,oscillating,0.03,2.0,64,0.12,0.0036,700,0.014628571428571428,-4.243229081597228e-05,4.243229081597228e-05,0.16948731098703254,0.009413202039782992,0.002857142857142857,0.015468545431184854,0.19227789025547903,0.0006042584963181825,2.4685714285714284
13,oscillating,0.03,2.0,64,0.12,0.0036,700,0.014628571428571428,-4.243229081597197e-05,4.243229081597197e-05,0.178672024767827,0.009184713780794468,0.002857142857142857,0.015468545431184854,0.19170648493525472,0.0006042584963181825,2.6514285714285712
14,oscillating,0.03,2.0,64,0.12,0.0036,700,0.007314285714285714,-2.1216145407985902e-05,2.1216145407985902e-05,0.18318369737545348,0.004511672607626471,0.0014285714285714286,0.015468545431184854,0.1914207822751426,0.0006042584963181824,2.742857142857143
15,oscillating,0.03,2.0,64,0.12,0.0036,700,0.014628571428571428,-4.243229081597244e-05,4.243229081597244e-05,0.19205447324123456,0.008870775865781083,0.002857142857142857,0.015468545431184854,0.19084937695491827,0.0006042584963181824,2.9257142857142857
16,oscillating,0.03,2.0,64,0.12,0.0036,700,0.007314285714285714,-2.121614540798606e-05,2.121614540798606e-05,0.19641675002152967,0.004362276780295105,0.0014285714285714286,0.015468545431184854,0.1905636742948061,0.0006042584963181824,3.0171428571428573
17,oscillating,0.03,2.0,64,0.12,0.0036,700,0.021942857142857142,-6.364843622395818e-05,6.364843622395818e-05,0.20922815017985663,0.012811400158326963,0.004285714285714286,0.015468545431184854,0.18970656631446967,0.0006042584963181825,3.2914285714285714
18,oscillating,0.03,2.0,64,0.12,0.0036,700,0.0,0.0,-0.0,0.20922815017985663,0.0,0.0,0.015468545431184854,0.18970656631446967,0.0006042584963181825,3.2914285714285714
19,oscillating,0.03,2.0,64,0.12,0.0036,700,0.007314285714285714,-2.121614540798606e-05,2.121614540798606e-05,0.21341104893247775,0.0041828987526211225,0.0014285714285714286,0.015468545431184854,0.1894208636543575,0.0006042584963181823,3.382857142857143
20,oscillating,0.03,2.0,64,0.12,0.0036,700,0.0,0.0,-0.0,0.21341104893247775,0.0,0.0,0.015468545431184854,0.1894208636543575,0.0006042584963181823,3.382857142857143
