n,omega_profile,dmu_mcwf,Delta_mu,K_layers,Gamma,p_jump,Ntraj,dS_hor_avg,dQ_avg,dQ_in,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,oscillating,0.03,2.0,64,0.12,0.0036,700,0.014628571428571428,-4.2432290815971486e-05,4.2432290815971486e-05,0.019590009201608822,0.01959000920160684,0.002857142857142857,0.01546854543118485,0.1994204567582828,0.0006042584963181826,0.18285714285714286
1,oscillating,0.03,2.0,64,0.12,0.0036,700,0.014628571428571428,-4.2432290815971805e-05,4.2432290815971805e-05,0.0352109907044947,0.015620981502885881,0.002857142857142857,0.015468545431184854,0.19884905143805856,0.0006042584963181826,0.3657142857142857
2,oscillating,0.03,2.0,64,0.12,0.0036,700,0.007314285714285714,-2.121614540798622e-05,2.121614540798622e-05,0.042414731858115465,0.0072037411536207616,0.0014285714285714286,0.015468545431184854,0.1985633487779464,0.0006042584963181826,0.45714285714285713
3,oscillating,0.03,2.0,64,0.12,0.0036,700,0.007314285714285714,-2.121614540798606e-05,2.121614540798606e-05,0.04932876731898946,0.006914035460873998,0.0014285714285714286,0.01546854543118485,0.1982776461178342,0.0006042584963181827,0.5485714285714286
4,oscillating,0.03,2.0,64,0.12,0.0036,700,0.021942857142857142,-6.364843622395771e-05,6.364843622395771e-05,0.06875227872985147,0.01942351141086201,0.004285714285714286,0.015468545431184852,0.19742053813749774,0.0006042584963181826,0.8228571428571428
5,oscillating,0.03,2.0,64,0.12,0.0036,700,0.029257142857142857,-8.486458163194425e-05,8.486458163194425e-05,0.09242604875232571,0.02367377002247424,0.005714285714285714,0.015468545431184854,0.19627772749704916,0.0006042584963181826,1.1885714285714286
6,oscillating,0.03,2.0,64,0.12,0.0036,700,0.021942857142857142,-6.364843622395818e-05,6.364843622395818e-05,0.10895942760103264,0.016533378848706926,0.004285714285714286,0.015468545431184854,0.19542061951671272,0.0006042584963181825,1.4628571428571429
7,oscillating,0.03,2.0,64,0.12,0.0036,700,0.014628571428571428,-4.243229081597212e-05,4.243229081597212e-05,0.11951330891287187,0.010553881311839236,0.002857142857142857,0.015468545431184854,0.1948492141964884,0.0006042584963181826,1.6457142857142857
8,oscillating,0.03,2.0,64,0.12,0.0036,700,0.051199999999999996,-0.0001485130178559007,0.0001485130178559007,0.15407610367102953,0.034562794758157656,0.01,0.01546854543118485,0.1928492955757033,0.0006042584963181826,2.2857142857142856
9,oscillating,0.03,2.0,64,0.12,0.0036,700,0.007314285714285714,-2.121614540798606e-05,2.121614540798606e-05,0.15875518540989797,0.00467908173886844,0.0014285714285714286,0.015468545431184852,0.19256359291559116,0.0006042584963181826,2.3771428571428572
