epsilon,a_1_over_Teff_from_Shor,r2_Shor,b_Shor,mean_jump,mean_Lambda_w,mean_Coh_ptr_w
0.3,0.9248280468551897,0.29500787999843625,0.0016588134994415676,0.003937500000000001,-0.024271590678564492,0.9704194543754646
