mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,160,0.26700100410032984,0.5520999804878975,1.1102230246251565e-16,0.0,1.1102230246251565e-16,5.923833029063833e-17,1.0,0.4579775564504894,3.523526814771574e-13
