seed,k_layers,mu_min,mu_max,d0,growth,holo_growth,d_max,mix_pure,weight_mode,lambda_raw_unreg,lambda_cut_unreg,lambda_raw_reg,lambda_cut_reg,trace_raw_max,trace_cut_max,dyn_norm_raw_mean,dyn_norm_cut_mean,mean_d_raw,mean_d_eff,max_d_raw,max_d_eff,mean_cut_fraction,resolution_std_raw_unreg,resolution_std_cut_reg,resolution_std_raw_reg,resolution_relspan_raw_unreg,resolution_relspan_cut_reg,resolution_stability_gain,pass_trace_1e-11,pass_stability_gain_gt_1,pass_all
20270224,16,0.0,5.0,2,0.7141812925024711,0.6264579141146421,256,0.54660017685954,uniform,0.014659092347167016,0.0017294965232937075,-0.008774234587747913,-0.013032698077508845,2.2209584450625177e-16,2.2209584450625177e-16,0.7852640139473852,0.6608793468958901,20.5,14.75,71.0,46.0,0.18746437223290993,0.04268343997359087,0.012769662463324685,0.013546251525661437,46.273838228851425,9.270063978859016,3.342566030713591,True,True,True
