epsilon,a_1_over_Teff_from_Shor,r2_Shor,b_Shor,mean_jump,mean_Lambda_w,mean_Coh_ptr_w
0.05,0.4160752092287532,0.04928234761353578,0.0026808821486269973,0.0039204545454545455,-0.024271590678564492,0.9704194543754648
0.15,0.8018289960566046,0.15346823983323732,0.0024855941255561642,0.0039204545454545455,-0.024271590678564492,0.9704194543754648
0.3,1.1387051828449026,0.5658568723184034,0.001509245343115408,0.003982954545454546,-0.024271590678564492,0.9704194543754646
0.6,0.917340315642044,0.7719614853397936,0.000598314094560646,0.003971590909090909,-0.024271590678564492,0.9704194543754648
