angle_deg,state,tr_F_rho_real
0.0,ket_0,0.2847325740692058
0.0,ket_1,0.2847325740692058
0.0,ket_plus,0.28473257406920577
0.0,ket_minus,0.28473257406920577
0.0,ket_plus_i,0.1984997890297262
0.0,ket_minus_i,0.37096535910868533
15.0,ket_0,0.2847325740692058
15.0,ket_1,0.2847325740692058
15.0,ket_plus,0.402195838136011
15.0,ket_minus,0.16726931000240053
15.0,ket_plus_i,0.18303545694056353
15.0,ket_minus_i,0.386429691197848
30.0,ket_0,0.2847325740692058
30.0,ket_1,0.2847325740692058
30.0,ket_plus,0.5116541748738854
30.0,ket_minus,0.05781097326452605
30.0,ket_plus_i,0.1376963293489347
30.0,ket_minus_i,0.4317688187894768
45.0,ket_0,0.2847325740692058
45.0,ket_1,0.2847325740692058
45.0,ket_plus,0.6056481795225973
45.0,ket_minus,-0.03618303138418577
45.0,ket_plus_i,0.06557219287375832
45.0,ket_minus_i,0.5038929552646532
60.0,ket_0,0.2847325740692058
60.0,ket_1,0.2847325740692058
60.0,ket_plus,0.6777723159977737
60.0,ket_minus,-0.10830716785936215
60.0,ket_plus_i,-0.02842181177495351
60.0,ket_minus_i,0.597886959913365
75.0,ket_0,0.2847325740692058
75.0,ket_1,0.2847325740692058
75.0,ket_plus,0.7231114435894026
75.0,ket_minus,-0.153646295450991
75.0,ket_plus_i,-0.13788014851282804
75.0,ket_minus_i,0.7073452966512396
90.0,ket_0,0.2847325740692058
90.0,ket_1,0.2847325740692058
90.0,ket_plus,0.7385757756785652
90.0,ket_minus,-0.1691106275401537
90.0,ket_plus_i,-0.2553434125796333
90.0,ket_minus_i,0.8248085607180449
