eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.21664947098417991,-0.08131995784062983,0.014670705295590114,0.0076270617943391406,True
0.9,0.23526511216847773,-0.023395646194689066,0.03919162506845464,0.00014332456655519188,True
1.5,0.22099469841750968,-0.04464677058396309,0.050878192896946506,0.0032970876162808915,True
