n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.15,0.0072,0.0010426176446413948,-0.0010426176446413948,0.07264919598620295,0.07264919598620406,0.01,-0.024271590678564502,-0.10906272902370762,0.9704194543754645,0.06
1,0.15,0.006299999999999999,0.002739368861837898,-0.002739368861837898,0.12699260252069147,0.05434340653448852,0.00875,-0.024271590678564502,-0.10809879076213444,0.9704194543754645,0.1125
2,0.15,0.0063,0.000440604157613117,-0.000440604157613117,0.1780719184709006,0.05107931595020912,0.00875,-0.024271590678564502,-0.10713485250056128,0.9704194543754645,0.165
3,0.15,0.0054,0.0031572770476221133,-0.0031572770476221133,0.21793104346305403,0.03985912499215344,0.0075,-0.024271590678564502,-0.10630861970492712,0.9704194543754645,0.21
4,0.15,0.0072,0.0007379456297449217,-0.0007379456297449217,0.27065885038114385,0.052727806918089815,0.01,-0.024271590678564502,-0.10520697597741492,0.9704194543754645,0.27
5,0.15,0.008100000000000001,0.0024524575222504962,-0.0024524575222504962,0.3283089830059479,0.05765013262480406,0.01125,-0.024271590678564502,-0.1039676267839637,0.9704194543754645,0.3375
6,0.15,0.0072,-0.00012660192404746653,0.00012660192404746653,0.3772753042099459,0.04896632120399802,0.01,-0.024271590678564502,-0.1028659830564515,0.9704194543754645,0.3975
7,0.15,0.0072,0.0036967105829324776,-0.0036967105829324776,0.42546811320634514,0.04819280899639922,0.01,-0.024271590678564502,-0.1017643393289393,0.9704194543754645,0.4575
8,0.15,0.0036,0.0007699153502501618,-0.0007699153502501618,0.44773041635611194,0.022262303149766793,0.005,-0.024271590678564502,-0.1012135174651832,0.9704194543754645,0.4875
9,0.15,0.0045000000000000005,0.002057743546716826,-0.002057743546716826,0.475602286313948,0.027871869957836082,0.00625,-0.024271590678564502,-0.10052499013548809,0.9704194543754647,0.525
10,0.15,0.0072,0.0008237188004863272,-0.0008237188004863272,0.5186592340362478,0.04305694772229979,0.01,-0.024271590678564502,-0.09942334640797588,0.9704194543754645,0.585
11,0.15,0.009899999999999999,0.0038700211951483566,-0.0038700211951483566,0.576081655071636,0.057422421035388194,0.01375,-0.024271590678564502,-0.09790858628264662,0.9704194543754647,0.6675
12,0.15,0.0036,0.0004674694571926339,-0.0004674694571926339,0.597553139216362,0.021471484144725994,0.005,-0.024271590678564502,-0.09735776441889052,0.9704194543754647,0.6975
13,0.15,0.0036,0.0006620660103836579,-0.0006620660103836579,0.6180719108423149,0.020518771625952947,0.005,-0.024271590678564502,-0.09680694255513442,0.9704194543754647,0.7275
14,0.15,0.0063,0.003051254648359104,-0.003051254648359104,0.6535256127972128,0.03545370195489783,0.00875,-0.024271590678564502,-0.09584300429356124,0.9704194543754647,0.78
15,0.15,0.0054,0.0004308510013666568,-0.0004308510013666568,0.6826365022477494,0.029110889450536637,0.0075,-0.024271590678564502,-0.0950167714979271,0.9704194543754647,0.825
16,0.15,0.0072,0.0053334262882100865,-0.0053334262882100865,0.7201252713431542,0.03748876909540477,0.01,-0.024271590678564502,-0.0939151277704149,0.9704194543754645,0.885
17,0.15,0.0063,0.005933368338761692,-0.005933368338761692,0.752087269325737,0.03196199798258281,0.00875,-0.024271590678564502,-0.09295118950884172,0.9704194543754645,0.9375
18,0.15,0.0036,0.0016717407733955398,-0.0016717407733955398,0.7703674721020988,0.018280202776361776,0.005,-0.024271590678564502,-0.09240036764508562,0.9704194543754645,0.9675
19,0.15,0.009000000000000001,0.0056228986857282115,-0.0056228986857282115,0.8145682402640237,0.044200768161924975,0.0125,-0.024271590678564502,-0.09102331298569538,0.9704194543754645,1.0425
20,0.15,0.006299999999999999,0.00045623493209115726,-0.00045623493209115726,0.8467892156995196,0.03222097543549585,0.00875,-0.024271590678564502,-0.0900593747241222,0.9704194543754645,1.095
21,0.15,0.0063,0.0009836284986048127,-0.0009836284986048127,0.87808878703093,0.03129957133141037,0.00875,-0.024271590678564502,-0.08909543646254903,0.9704194543754647,1.1475
22,0.15,0.0054,0.0020373100802972585,-0.0020373100802972585,0.903925943145372,0.02583715611444204,0.0075,-0.024271590678564502,-0.08826920366691489,0.9704194543754645,1.1925
23,0.15,0.0063,-0.000883373323578318,0.000883373323578318,0.9346490173149136,0.030723074169541564,0.00875,-0.024271590678564502,-0.0873052654053417,0.9704194543754647,1.245
24,0.15,0.008100000000000001,0.005167867610649824,-0.005167867610649824,0.9723525683420622,0.03770355102714862,0.01125,-0.024271590678564502,-0.08606591621189048,0.9704194543754647,1.3125
25,0.15,0.0045000000000000005,0.0003829560677324734,-0.0003829560677324734,0.993314728338122,0.02096215999605977,0.00625,-0.024271590678564502,-0.08537738888219536,0.9704194543754645,1.35
26,0.15,0.008100000000000001,0.0017178207484644665,-0.0017178207484644665,1.0305625229958213,0.03724779465769934,0.01125,-0.024271590678564502,-0.08413803968874414,0.9704194543754645,1.4175
27,0.15,0.0036,0.0006716429147753224,-0.0006716429147753224,1.0472097156004796,0.0166471926046583,0.005,-0.024271590678564502,-0.08358721782498804,0.9704194543754645,1.4475
28,0.15,0.0063,0.001671979799842393,-0.001671979799842393,1.073914375051753,0.026704659451273427,0.00875,-0.024271590678564502,-0.08262327956341486,0.9704194543754645,1.5
