profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
oscillating,3.7144814887277255,0.021324243665843776,0.04482676735710678,0.26921657922772885,0.002623456790123457,0.027359402048110177,0.037939924878232154
