K_layers,dmu,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
4,0.8313337158050413,0.09592247710724386,0.09592247710724387,1.4467712079931565e-16,1.4467712079931564e-14
8,0.41566685790252067,0.09592247710724386,0.09592247710724387,1.4467712079931565e-16,1.4467712079931564e-14
16,0.20783342895126034,0.09592247710724386,0.09592247710724387,1.4467712079931565e-16,1.4467712079931564e-14
32,0.10391671447563017,0.09592247710724389,0.09592247710724387,1.4467712079931565e-16,1.4467712079931564e-14
64,0.051958357237815084,0.09592247710724386,0.09592247710724387,1.4467712079931565e-16,1.4467712079931564e-14
128,0.025979178618907542,0.09592247710724373,0.09592247710724387,1.4467712079931566e-15,1.4467712079931566e-13
