run_id,seed,n_cases,n_splits,n_perm,n_boot,g2_steps,g2_traj,g2_layers,ridge_alpha,min_test_r2_median,min_test_r2_p25,max_perm_p,min_sign_consistency,train_r2_mean,test_r2_median,test_r2_p25,test_r2_min,perm_p_value,perm_stat_p95,boot_min_sign_consistency_key,boot_mean_sign_consistency_key,profile_min_sign_consistency_key,profile_mean_sign_consistency_key,pass_all
0,20261226,48,8,100,180,80,300,64,0.05,0.25,0.0,0.05,0.65,0.5742736047487331,0.4765492058875363,0.3274785157422131,0.2269320204006149,0.009900990099009901,-0.04349616706363759,0.8166666666666667,0.924074074074074,0.6666666666666666,0.7777777777777777,True
1,20261227,48,8,140,240,90,360,64,0.05,0.25,0.0,0.05,0.62,0.41791584525539627,0.31370243145058346,0.27256976704388547,0.10936172722713722,0.0070921985815602835,-0.02775957969467818,0.55,0.6652777777777779,0.6666666666666666,0.7777777777777777,True
2,20261228,54,10,100,240,80,300,64,0.05,0.22,0.05,0.05,0.62,0.42302313378955814,0.36870228158793683,0.17648462464897513,-0.022946003788626212,0.009900990099009901,-0.03441256692659565,0.9541666666666667,0.9736111111111111,0.6666666666666666,0.6666666666666666,True
3,20261229,48,8,140,180,80,360,48,0.02,0.25,0.05,0.05,0.62,0.4062485978748873,0.34506588372333763,0.21911877457759435,-0.3456228115152806,0.0070921985815602835,-0.021345959296853397,0.9611111111111111,0.9703703703703703,0.6666666666666666,0.6666666666666666,True
