seed_case,n_sites_case,k_layers_case,gamma_case,eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
20260604,4,4,0.2,0.9,0.21505823403409813,-0.09776616799988003,0.0636173460686914,0.0031230052125411634,True
20260604,4,4,0.2,1.5,0.24613714320733596,-0.059304923131913025,0.04792825320614247,0.0010052947065087858,True
20260604,4,4,0.35,0.5,0.2384164790128977,-0.11522290734136241,0.03489885238002932,0.006338395658545104,True
20260604,4,4,0.35,0.9,0.21505823403409813,-0.09776616799988003,0.0636173460686914,0.0031230052125411634,True
20260604,4,4,0.35,1.5,0.24613714320733596,-0.059304923131913025,0.04792825320614247,0.0010052947065087858,True
20260604,4,4,0.8,0.5,0.2384164790128977,-0.11522290734136241,0.03489885238002932,0.006338395658545104,True
20260604,4,4,0.8,0.9,0.21505823403409813,-0.09776616799988003,0.0636173460686914,0.0031230052125411634,True
20260604,4,4,0.8,1.5,0.24613714320733596,-0.059304923131913025,0.04792825320614247,0.0010052947065087858,True
20260604,4,5,0.2,0.5,0.2154571058780032,-0.0796257666870312,0.03553198348340958,0.0019788262904698595,True
20260604,4,5,0.2,0.9,0.23430074299238332,-0.024826606308444223,0.05937405112441607,0.00012138130232297595,True
20260604,4,5,0.2,1.5,0.21997929866341653,-0.043141035721008365,0.048627612397563746,-0.008918513597654387,True
20260604,4,5,0.35,0.5,0.2154571058780032,-0.0796257666870312,0.03553198348340958,0.0019788262904698595,True
20260604,4,5,0.35,0.9,0.23430074299238332,-0.024826606308444223,0.05937405112441607,0.00012138130232297595,True
20260604,4,5,0.35,1.5,0.21997929866341653,-0.043141035721008365,0.048627612397563746,-0.008918513597654387,True
20260604,4,5,0.8,0.5,0.2154571058780032,-0.0796257666870312,0.03553198348340958,0.0019788262904698595,True
20260604,4,5,0.8,0.9,0.23430074299238332,-0.024826606308444223,0.05937405112441607,0.00012138130232297595,True
20260604,4,5,0.8,1.5,0.21997929866341653,-0.043141035721008365,0.048627612397563746,-0.008918513597654387,True
20260605,4,4,0.2,0.5,0.23418027242242467,-0.11471005919724789,0.04059092892422833,0.0055377115020880385,True
20260605,4,4,0.2,0.9,0.21406866775172045,-0.0981048449417375,0.03646627715090622,0.007986990674070271,True
20260605,4,4,0.2,1.5,0.2444346659647696,-0.060833057566431835,0.07404049255212475,-0.009368899310618906,True
20260605,4,4,0.35,0.5,0.23418027242242467,-0.11471005919724789,0.04059092892422833,0.0055377115020880385,True
20260605,4,4,0.35,0.9,0.21406866775172045,-0.0981048449417375,0.03646627715090622,0.007986990674070271,True
20260605,4,4,0.35,1.5,0.2444346659647696,-0.060833057566431835,0.07404049255212475,-0.009368899310618906,True
20260605,4,4,0.8,0.5,0.23418027242242467,-0.11471005919724789,0.04059092892422833,0.0055377115020880385,True
20260605,4,4,0.8,0.9,0.21406866775172045,-0.0981048449417375,0.03646627715090622,0.007986990674070271,True
20260605,4,4,0.8,1.5,0.2444346659647696,-0.060833057566431835,0.07404049255212475,-0.009368899310618906,True
20260605,4,5,0.2,0.5,0.2134118364394481,-0.07986762377495103,0.0490574733043172,0.004621344468041966,True
20260605,4,5,0.2,0.9,0.23610297741045913,-0.025431169522022536,0.06125744195169602,-0.000685956695228418,True
20260605,4,5,0.2,1.5,0.2208525906331912,-0.04092242554629382,0.04515353982992054,0.0022369630649117234,True
20260605,4,5,0.35,0.5,0.2134118364394481,-0.07986762377495103,0.0490574733043172,0.004621344468041966,True
20260605,4,5,0.35,0.9,0.23610297741045913,-0.025431169522022536,0.06125744195169602,-0.000685956695228418,True
20260605,4,5,0.35,1.5,0.2208525906331912,-0.04092242554629382,0.04515353982992054,0.0022369630649117234,True
20260605,4,5,0.8,0.5,0.2134118364394481,-0.07986762377495103,0.0490574733043172,0.004621344468041966,True
20260605,4,5,0.8,0.9,0.23610297741045913,-0.025431169522022536,0.06125744195169602,-0.000685956695228418,True
20260605,4,5,0.8,1.5,0.2208525906331912,-0.04092242554629382,0.04515353982992054,0.0022369630649117234,True
20260606,4,4,0.2,0.5,0.23292310723977225,-0.1109152410347666,0.04758103129677749,0.01955538375109478,True
20260606,4,4,0.2,0.9,0.2164228515203526,-0.09936507459551862,0.05148549928491686,0.0071111482703463125,True
20260606,4,4,0.2,1.5,0.2436713995445356,-0.06174596307997689,0.0542047759353641,0.0020827894525484725,True
20260606,4,4,0.35,0.5,0.23292310723977225,-0.1109152410347666,0.04758103129677749,0.01955538375109478,True
20260606,4,4,0.35,0.9,0.2164228515203526,-0.09936507459551862,0.05148549928491686,0.0071111482703463125,True
20260606,4,4,0.35,1.5,0.2436713995445356,-0.06174596307997689,0.0542047759353641,0.0020827894525484725,True
20260606,4,4,0.8,0.5,0.23292310723977225,-0.1109152410347666,0.04758103129677749,0.01955538375109478,True
20260606,4,4,0.8,0.9,0.2164228515203526,-0.09936507459551862,0.05148549928491686,0.0071111482703463125,True
20260606,4,4,0.8,1.5,0.2436713995445356,-0.06174596307997689,0.0542047759353641,0.0020827894525484725,True
20260606,4,5,0.2,0.5,0.212623433996018,-0.08023828140423211,0.03998561308829862,0.01033823945157386,True
20260606,4,5,0.2,0.9,0.23635322148978694,-0.02590207369162065,0.03474974088302485,0.001170563963140192,True
20260606,4,5,0.2,1.5,0.2183052899178681,-0.0421910060504766,0.06192579743423432,-0.0037073775845397616,True
20260606,4,5,0.35,0.5,0.212623433996018,-0.08023828140423211,0.03998561308829862,0.01033823945157386,True
20260606,4,5,0.35,0.9,0.23635322148978694,-0.02590207369162065,0.03474974088302485,0.001170563963140192,True
20260606,4,5,0.35,1.5,0.2183052899178681,-0.0421910060504766,0.06192579743423432,-0.0037073775845397616,True
20260606,4,5,0.8,0.5,0.212623433996018,-0.08023828140423211,0.03998561308829862,0.01033823945157386,True
20260606,4,5,0.8,0.9,0.23635322148978694,-0.02590207369162065,0.03474974088302485,0.001170563963140192,True
20260606,4,5,0.8,1.5,0.2183052899178681,-0.0421910060504766,0.06192579743423432,-0.0037073775845397616,True
20260607,4,4,0.2,0.5,0.23001333072694255,-0.11757092045248319,0.07603565471217899,0.010711285750884647,True
20260607,4,4,0.2,0.9,0.21816821990914206,-0.10014127967546538,0.050457444999921885,-0.0038258970053854924,True
20260607,4,4,0.2,1.5,0.24191361869246406,-0.06579003266989233,0.06944155599928992,-0.0002638244903587772,True
20260607,4,4,0.35,0.5,0.23001333072694255,-0.11757092045248319,0.07603565471217899,0.010711285750884647,True
20260607,4,4,0.35,0.9,0.21816821990914206,-0.10014127967546538,0.050457444999921885,-0.0038258970053854924,True
20260607,4,4,0.35,1.5,0.24191361869246406,-0.06579003266989233,0.06944155599928992,-0.0002638244903587772,True
20260607,4,4,0.8,0.5,0.23001333072694255,-0.11757092045248319,0.07603565471217899,0.010711285750884647,True
20260607,4,4,0.8,0.9,0.21816821990914206,-0.10014127967546538,0.050457444999921885,-0.0038258970053854924,True
20260607,4,4,0.8,1.5,0.24191361869246406,-0.06579003266989233,0.06944155599928992,-0.0002638244903587772,True
20260607,4,5,0.2,0.5,0.2116773318191694,-0.07755377026576761,0.05119919815128937,-0.00265864645089553,True
20260607,4,5,0.2,0.9,0.23575671756560848,-0.025034349599060448,0.04102131341101378,-0.00101928042556243,True
20260607,4,5,0.2,1.5,0.21650225631294784,-0.044958576675400076,0.04873369854649712,0.002981228153968507,True
20260607,4,5,0.35,0.5,0.2116773318191694,-0.07755377026576761,0.05119919815128937,-0.00265864645089553,True
20260607,4,5,0.35,0.9,0.23575671756560848,-0.025034349599060448,0.04102131341101378,-0.00101928042556243,True
20260607,4,5,0.35,1.5,0.21650225631294784,-0.044958576675400076,0.04873369854649712,0.002981228153968507,True
20260607,4,5,0.8,0.5,0.2116773318191694,-0.07755377026576761,0.05119919815128937,-0.00265864645089553,True
20260607,4,5,0.8,0.9,0.23575671756560848,-0.025034349599060448,0.04102131341101378,-0.00101928042556243,True
20260607,4,5,0.8,1.5,0.21650225631294784,-0.044958576675400076,0.04873369854649712,0.002981228153968507,True
20260608,4,4,0.2,0.5,0.22977043544598982,-0.11636749965810338,0.048779008698247694,0.009315599375827821,True
20260608,4,4,0.2,0.9,0.2197210708194036,-0.1018773419027969,0.043288577098607006,0.008884828527543909,True
20260608,4,4,0.2,1.5,0.24151648842196405,-0.0637598126808815,0.06959193893932247,0.00713298306649901,True
20260608,4,4,0.35,0.5,0.22977043544598982,-0.11636749965810338,0.048779008698247694,0.009315599375827821,True
20260608,4,4,0.35,0.9,0.2197210708194036,-0.1018773419027969,0.043288577098607006,0.008884828527543909,True
20260608,4,4,0.35,1.5,0.24151648842196405,-0.0637598126808815,0.06959193893932247,0.00713298306649901,True
20260608,4,4,0.8,0.5,0.22977043544598982,-0.11636749965810338,0.048779008698247694,0.009315599375827821,True
20260608,4,4,0.8,0.9,0.2197210708194036,-0.1018773419027969,0.043288577098607006,0.008884828527543909,True
20260608,4,4,0.8,1.5,0.24151648842196405,-0.0637598126808815,0.06959193893932247,0.00713298306649901,True
20260608,4,5,0.2,0.5,0.21029371201900013,-0.07461889097844455,0.036006574125141966,0.007970371919111097,True
20260608,4,5,0.2,0.9,0.23772133419668828,-0.02408912977831061,0.06577113232994736,-0.004247236405140686,True
20260608,4,5,0.2,1.5,0.21905755702444193,-0.04267405771642803,0.06366107496283313,-0.00011002819050665025,True
20260608,4,5,0.35,0.5,0.21029371201900013,-0.07461889097844455,0.036006574125141966,0.007970371919111097,True
20260608,4,5,0.35,0.9,0.23772133419668828,-0.02408912977831061,0.06577113232994736,-0.004247236405140686,True
20260608,4,5,0.35,1.5,0.21905755702444193,-0.04267405771642803,0.06366107496283313,-0.00011002819050665025,True
20260608,4,5,0.8,0.5,0.21029371201900013,-0.07461889097844455,0.036006574125141966,0.007970371919111097,True
20260608,4,5,0.8,0.9,0.23772133419668828,-0.02408912977831061,0.06577113232994736,-0.004247236405140686,True
20260608,4,5,0.8,1.5,0.21905755702444193,-0.04267405771642803,0.06366107496283313,-0.00011002819050665025,True
20260609,4,4,0.2,0.5,0.23197874917663208,-0.11885824979131063,0.04757877918386155,0.010096780647649406,True
20260609,4,4,0.2,0.9,0.22218607381278524,-0.09890670608805838,0.04665653958749372,0.0041392894036808014,True
20260609,4,4,0.2,1.5,0.2408270161557477,-0.0666361858785181,0.05758285819154996,0.0027902458560107313,True
20260609,4,4,0.35,0.5,0.23197874917663208,-0.11885824979131063,0.04757877918386155,0.010096780647649406,True
20260609,4,4,0.35,0.9,0.22218607381278524,-0.09890670608805838,0.04665653958749372,0.0041392894036808014,True
20260609,4,4,0.35,1.5,0.2408270161557477,-0.0666361858785181,0.05758285819154996,0.0027902458560107313,True
20260609,4,4,0.8,0.5,0.23197874917663208,-0.11885824979131063,0.04757877918386155,0.010096780647649406,True
20260609,4,4,0.8,0.9,0.22218607381278524,-0.09890670608805838,0.04665653958749372,0.0041392894036808014,True
20260609,4,4,0.8,1.5,0.2408270161557477,-0.0666361858785181,0.05758285819154996,0.0027902458560107313,True
20260609,4,5,0.2,0.5,0.20943695512230984,-0.07995793273191744,0.04498075455233752,0.0014595466453038997,True
20260609,4,5,0.2,0.9,0.2376545442773215,-0.024910134368839296,0.03666222897404292,0.0009419847832744521,True
20260609,4,5,0.2,1.5,0.2195633690074259,-0.04287063657255896,0.0508449501581163,-0.0060443127914389105,True
20260609,4,5,0.35,0.5,0.20943695512230984,-0.07995793273191744,0.04498075455233752,0.0014595466453038997,True
20260609,4,5,0.35,0.9,0.2376545442773215,-0.024910134368839296,0.03666222897404292,0.0009419847832744521,True
20260609,4,5,0.35,1.5,0.2195633690074259,-0.04287063657255896,0.0508449501581163,-0.0060443127914389105,True
20260609,4,5,0.8,0.5,0.20943695512230984,-0.07995793273191744,0.04498075455233752,0.0014595466453038997,True
20260609,4,5,0.8,0.9,0.2376545442773215,-0.024910134368839296,0.03666222897404292,0.0009419847832744521,True
20260609,4,5,0.8,1.5,0.2195633690074259,-0.04287063657255896,0.0508449501581163,-0.0060443127914389105,True
