profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
oscillating,-1.5605010957786767,0.028555355117966245,0.05631581477411007,-0.6408197999380504,0.003981481481481481,-0.014429676587828642,0.10013681655217353
