K_layers,dmu,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
4,0.07307649573016878,0.008599923495444984,0.008599923495444984,0.0,0.0
8,0.03653824786508439,0.008599923495444984,0.008599923495444984,0.0,0.0
16,0.018269123932542194,0.008599923495444986,0.008599923495444984,2.017138265119934e-16,2.017138265119934e-14
32,0.009134561966271097,0.008599923495444984,0.008599923495444984,0.0,0.0
64,0.004567280983135549,0.008599923495444986,0.008599923495444984,2.017138265119934e-16,2.017138265119934e-14
128,0.0022836404915677743,0.008599923495444986,0.008599923495444984,2.017138265119934e-16,2.017138265119934e-14
