angle_deg,state,tr_F_rho_real
0.0,ket_0,0.7562456889183612
0.0,ket_1,0.7562456889183612
0.0,ket_plus,0.756245688918361
0.0,ket_minus,0.756245688918361
0.0,ket_plus_i,1.201549446478499
0.0,ket_minus_i,0.31094193135822285
15.0,ket_0,0.7562456889183612
15.0,ket_1,0.7562456889183612
15.0,ket_plus,0.9547546859075549
15.0,ket_minus,0.5577366919291671
15.0,ket_plus_i,1.1754152412313028
15.0,ket_minus_i,0.3370761366054191
30.0,ket_0,0.7562456889183612
30.0,ket_1,0.7562456889183612
30.0,ket_plus,1.1397356228035636
30.0,ket_minus,0.3727557550331585
30.0,ket_plus_i,1.0987936283884945
30.0,ket_minus_i,0.41369774944822746
45.0,ket_0,0.7562456889183612
45.0,ket_1,0.7562456889183612
45.0,ket_plus,1.298582354452376
45.0,ket_minus,0.21390902338434606
45.0,ket_plus_i,0.976906244242109
45.0,ket_minus_i,0.5355851335946129
60.0,ket_0,0.7562456889183612
60.0,ket_1,0.7562456889183612
60.0,ket_plus,1.4204697385987615
60.0,ket_minus,0.09202163923796053
60.0,ket_plus_i,0.8180595125932967
60.0,ket_minus_i,0.6944318652434253
75.0,ket_0,0.7562456889183612
75.0,ket_1,0.7562456889183612
75.0,ket_plus,1.4970913514415698
75.0,ket_minus,0.015400026395152087
75.0,ket_plus_i,0.6330785756972879
75.0,ket_minus_i,0.8794128021394341
90.0,ket_0,0.7562456889183612
90.0,ket_1,0.7562456889183612
90.0,ket_plus,1.523225556688766
90.0,ket_minus,-0.010734178852044085
90.0,ket_plus_i,0.43456957870809404
90.0,ket_minus_i,1.0779217991286278
