angle_deg,state,tr_F_rho_real
0.0,ket_0,0.47825775109696
0.0,ket_1,0.47825775109696
0.0,ket_plus,0.4782577510969599
0.0,ket_minus,0.4782577510969599
0.0,ket_plus_i,0.6063641330385393
0.0,ket_minus_i,0.3501513691553805
15.0,ket_0,0.47825775109696
15.0,ket_1,0.47825775109696
15.0,ket_plus,0.6574842463078301
15.0,ket_minus,0.29903125588608975
15.0,ket_plus_i,0.5827685173101929
15.0,ket_minus_i,0.37374698488372693
30.0,ket_0,0.47825775109696
30.0,ket_1,0.47825775109696
30.0,ket_plus,0.8244967520558668
30.0,ket_minus,0.13201875013805298
30.0,ket_plus_i,0.5135896723434414
30.0,ket_minus_i,0.44292582985047835
45.0,ket_0,0.47825775109696
45.0,ket_1,0.47825775109696
45.0,ket_plus,0.9679136420755572
45.0,ket_minus,-0.011398139881637346
45.0,ket_plus_i,0.40354202209932266
45.0,ket_minus_i,0.5529734800945971
60.0,ket_0,0.47825775109696
60.0,ket_1,0.47825775109696
60.0,ket_plus,1.077961292319676
60.0,ket_minus,-0.12144579012575617
60.0,ket_plus_i,0.2601251320796324
60.0,ket_minus_i,0.6963903701142874
75.0,ket_0,0.47825775109696
75.0,ket_1,0.47825775109696
75.0,ket_plus,1.1471401372864274
75.0,ket_minus,-0.1906246350925076
75.0,ket_plus_i,0.09311262633159556
75.0,ket_minus_i,0.8634028758623242
90.0,ket_0,0.47825775109696
90.0,ket_1,0.47825775109696
90.0,ket_plus,1.1707357530147737
90.0,ket_minus,-0.21422025082085402
90.0,ket_plus_i,-0.08611386887927464
90.0,ket_minus_i,1.0426293710731944
