profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-1.5193567158234702,-2.149378563674123,-2.1493785636741234,-0.27494484857154816,-0.2749448485715483,4.037984455403396e-16,4.037984455403396e-14
gaussian,-2.560801584279806,-2.149378563674123,-2.1493785636741234,-0.2749448485715485,-0.2749448485715483,8.075968910806792e-16,8.075968910806792e-14
oscillating,-13.992901034049023,-2.1493785636741225,-2.1493785636741234,-0.2749448485715484,-0.27494484857154833,2.0189922277016975e-16,2.0189922277016975e-14
