profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.7992379468547953,-2.341993277645978,-2.3419932776459764,-0.1574509205380436,-0.15745092053804352,5.288424263405128e-16,5.288424263405128e-14
gaussian,-2.669563847105554,-2.341993277645977,-2.3419932776459764,-0.15745092053804366,-0.15745092053804374,5.28842426340512e-16,5.2884242634051204e-14
oscillating,11.42814055743677,-2.341993277645974,-2.3419932776459764,-0.157450920538044,-0.15745092053804416,1.0576848526810213e-15,1.0576848526810213e-13
