profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-2.8228695617003616,-2.59203117402265,-2.592031174022646,-0.3231920552363493,-0.32319205523634914,5.15277065124598e-16,5.15277065124598e-14
gaussian,-3.6457656674234196,-2.5920311740226456,-2.592031174022646,-0.32319205523635136,-0.32319205523635147,3.435180434163962e-16,3.435180434163962e-14
oscillating,-5.372567441529217,-2.5920311740226483,-2.592031174022646,-0.32319205523635036,-0.32319205523635003,1.0305541302491933e-15,1.0305541302491932e-13
