epsilon,a_1_over_Teff_from_Shor,r2_Shor,b_Shor,mean_jump,mean_Lambda_w,mean_Coh_ptr_w
0.6,0.9500507120782637,0.7890286639280538,0.0005477206220875221,0.0039034090909090915,-0.024271590678564492,0.9704194543754648
