n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.15,0.008100000000000001,-0.003587734842502829,0.003587734842502829,0.07554781574266059,0.0755478157426617,0.01125,-0.024271590678564502,-0.1089250235577686,0.9704194543754645,0.0675
1,0.15,0.0054,0.0013316993791799153,-0.0013316993791799153,0.12130878781357766,0.045760972070917075,0.0075,-0.024271590678564502,-0.10809879076213444,0.9704194543754645,0.1125
2,0.15,0.0036,0.0027188377423656585,-0.0027188377423656585,0.15592969339871554,0.034620905585137876,0.005,-0.024271590678564502,-0.10754796889837834,0.9704194543754645,0.1425
3,0.15,0.0036,0.0016252555703241316,-0.0016252555703241316,0.18766027590785722,0.03173058250914168,0.005,-0.024271590678564502,-0.10699714703462224,0.9704194543754645,0.1725
4,0.15,0.0054,0.00024728162027760144,-0.00024728162027760144,0.2297447191572522,0.042084443249394976,0.0075,-0.024271590678564502,-0.1061709142389881,0.9704194543754647,0.2175
5,0.15,0.0072,0.0041084751261275055,-0.0041084751261275055,0.28127811049839524,0.05153339134114304,0.01,-0.024271590678564502,-0.1050692705114759,0.9704194543754647,0.2775
6,0.15,0.008100000000000001,-0.0009070990296139877,0.0009070990296139877,0.33731067382286056,0.05603256332446532,0.01125,-0.024271590678564502,-0.10382992131802468,0.9704194543754647,0.345
7,0.15,0.008100000000000001,0.0025812047809480798,-0.0025812047809480798,0.39041234415782855,0.05310167033496799,0.01125,-0.024271590678564502,-0.10259057212457345,0.9704194543754647,0.4125
8,0.15,0.0054,-0.00022426614600110886,0.00022426614600110886,0.42120255075945934,0.030790206601630787,0.0075,-0.024271590678564502,-0.1017643393289393,0.9704194543754645,0.4575
9,0.15,0.008100000000000001,-0.0012571387927909035,0.0012571387927909035,0.4715261212124754,0.05032357045301605,0.01125,-0.024271590678564502,-0.10052499013548809,0.9704194543754647,0.525
10,0.15,0.0027,0.0005254581353967074,-0.0005254581353967074,0.4881892015810688,0.01666308036859343,0.00375,-0.024271590678564502,-0.100111873737671,0.9704194543754645,0.5475
11,0.15,0.0063,0.002166051967608191,-0.002166051967608191,0.5264023295151127,0.038213127934043856,0.00875,-0.024271590678564502,-0.09914793547609783,0.9704194543754645,0.6
12,0.15,0.0072,0.00240094939373868,-0.00240094939373868,0.5704822904539927,0.04407996093888,0.01,-0.024271590678564502,-0.09804629174858565,0.9704194543754645,0.66
13,0.15,0.008100000000000001,-0.002590589815970164,0.002590589815970164,0.6170288838101214,0.04654659335612876,0.01125,-0.024271590678564502,-0.09680694255513442,0.9704194543754647,0.7275
14,0.15,0.0027,0.0014801455278319806,-0.0014801455278319806,0.6326171743639886,0.015588290553867123,0.00375,-0.024271590678564502,-0.09639382615731734,0.9704194543754647,0.75
15,0.15,0.0045,0.0015892277388432825,-0.0015892277388432825,0.656720909572592,0.024103735208603427,0.00625,-0.024271590678564502,-0.09570529882762221,0.9704194543754645,0.7875
16,0.15,0.0072,0.0035493302357307473,-0.0035493302357307473,0.696619922142653,0.03989901257006101,0.01,-0.024271590678564502,-0.09460365510011003,0.9704194543754645,0.8475
17,0.15,0.0027,0.0013476773947883266,-0.0013476773947883266,0.710951055243374,0.014331133100720983,0.00375,-0.024271590678564502,-0.09419053870229294,0.9704194543754647,0.87
18,0.15,0.0054,0.0011913303197026751,-0.0011913303197026751,0.7405775144212241,0.029626459177850117,0.0075,-0.024271590678564502,-0.0933643059066588,0.9704194543754645,0.915
19,0.15,0.0045000000000000005,0.0010961890286155342,-0.0010961890286155342,0.7642389097180967,0.02366139529687261,0.00625,-0.024271590678564502,-0.09267577857696369,0.9704194543754647,0.9525
20,0.15,0.0063,0.0023373865469977894,-0.0023373865469977894,0.7971296982741941,0.032890788556097394,0.00875,-0.024271590678564502,-0.09171184031539051,0.9704194543754647,1.005
21,0.15,0.0036,0.002463751116330251,-0.002463751116330251,0.815383560671003,0.01825386239680893,0.005,-0.024271590678564502,-0.0911610184516344,0.9704194543754645,1.035
22,0.15,0.0063,0.0042125579987306126,-0.0042125579987306126,0.8477712075316375,0.032387646860634445,0.00875,-0.024271590678564502,-0.09019708019006123,0.9704194543754647,1.0875
23,0.15,0.0063,0.0030418446541140127,-0.0030418446541140127,0.8782992292772329,0.030528021745595435,0.00875,-0.024271590678564502,-0.08923314192848807,0.9704194543754645,1.14
24,0.15,0.0054,0.0003319091057596771,-0.0003319091057596771,0.9049971707074278,0.026697941430194883,0.0075,-0.024271590678564502,-0.0884069091328539,0.9704194543754647,1.185
25,0.15,0.0045000000000000005,0.0017744245019328548,-0.0017744245019328548,0.9266759846500525,0.02167881394262472,0.00625,-0.024271590678564502,-0.08771838180315879,0.9704194543754645,1.2225
26,0.15,0.0027,0.0007513599464553467,-0.0007513599464553467,0.9395714350029399,0.012895450352887416,0.00375,-0.024271590678564502,-0.0873052654053417,0.9704194543754647,1.245
27,0.15,0.0027,0.000756477204572677,-0.000756477204572677,0.9522613952420153,0.012689960239075315,0.00375,-0.024271590678564502,-0.08689214900752462,0.9704194543754645,1.2675
28,0.15,0.006299999999999999,-0.0023441538352205154,0.0023441538352205154,0.9811293628110147,0.028867967568999453,0.00875,-0.024271590678564502,-0.08592821074595146,0.9704194543754647,1.32
29,0.15,0.0045000000000000005,0.0009514049987525233,-0.0009514049987525233,1.0019852786820513,0.020855915871036634,0.00625,-0.024271590678564502,-0.08523968341625635,0.9704194543754645,1.3575
30,0.15,0.0072,0.0040602698289580255,-0.0040602698289580255,1.0350296422026872,0.03304436352063589,0.01,-0.024271590678564502,-0.08413803968874414,0.9704194543754645,1.4175
31,0.15,0.0045000000000000005,0.0016519422816502955,-0.0016519422816502955,1.0555057460166049,0.020476103813917623,0.00625,-0.024271590678564502,-0.083449512359049,0.9704194543754645,1.455
32,0.15,0.0054,0.0002917646343870706,-0.0002917646343870706,1.0791356212749688,0.023629875258363908,0.0075,-0.024271590678564502,-0.08262327956341486,0.9704194543754645,1.5
33,0.15,0.009,-6.837876592677566e-05,6.837876592677566e-05,1.1180629547171785,0.03892733344220978,0.0125,-0.024271590678564502,-0.08124622490402462,0.9704194543754645,1.575
34,0.15,0.0036,0.002505960666064586,-0.002505960666064586,1.1340464022993677,0.01598344758218917,0.005,-0.024271590678564502,-0.08069540304026852,0.9704194543754645,1.605
35,0.15,0.0045000000000000005,0.0031850461066904277,-0.0031850461066904277,1.1529524103986426,0.018906008099274896,0.00625,-0.024271590678564502,-0.08000687571057338,0.9704194543754645,1.6425
36,0.15,0.008100000000000001,0.0029772337228743074,-0.0029772337228743074,1.1869082199208691,0.03395580952222654,0.01125,-0.024271590678564502,-0.07876752651712217,0.9704194543754647,1.71
37,0.15,0.0036,0.002070907697320157,-0.002070907697320157,1.20219955707181,0.015291337150940887,0.005,-0.024271590678564502,-0.07821670465336607,0.9704194543754647,1.74
38,0.15,0.0063,0.0006081696764745575,-0.0006081696764745575,1.2277263712623765,0.02552681419056646,0.00875,-0.024271590678564502,-0.0772527663917929,0.9704194543754647,1.7925
39,0.15,0.0045,0.00187425282559672,-0.00187425282559672,1.2462283951637092,0.01850202390133271,0.00625,-0.024271590678564502,-0.07656423906209776,0.9704194543754645,1.83
40,0.15,0.0072,0.003922951178624429,-0.003922951178624429,1.2750432448007833,0.028814849637074147,0.01,-0.024271590678564502,-0.07546259533458559,0.9704194543754645,1.89
41,0.15,0.0036,0.0007146069639010154,-0.0007146069639010154,1.2890182346170107,0.013974989816227357,0.005,-0.024271590678564502,-0.07491177347082949,0.9704194543754645,1.92
42,0.15,0.0054,0.0009548368306195104,-0.0009548368306195104,1.310410051396737,0.021391816779726236,0.0075,-0.024271590678564502,-0.07408554067519532,0.9704194543754647,1.965
43,0.15,0.0027,0.0004752716682887934,-0.0004752716682887934,1.321130786586401,0.010720735189664099,0.00375,-0.024271590678564502,-0.07367242427737825,0.9704194543754647,1.9875
44,0.15,0.0045000000000000005,0.0008171296602600933,-0.0008171296602600933,1.3384637534186383,0.017332966832237284,0.00625,-0.024271590678564502,-0.07298389694768313,0.9704194543754645,2.025
45,0.15,0.0054,0.0006040462262942588,-0.0006040462262942588,1.3583285854944984,0.019864832075860095,0.0075,-0.024271590678564502,-0.07215766415204898,0.9704194543754647,2.07
46,0.15,0.0045,0.0025973147045653504,-0.0025973147045653504,1.3751951911075655,0.016866605613067076,0.00625,-0.024271590678564502,-0.07146913682235387,0.9704194543754647,2.1075
47,0.15,0.0072,0.000688442199756906,-0.000688442199756906,1.4022108134958429,0.02701562238827737,0.01,-0.024271590678564502,-0.07036749309484167,0.9704194543754647,2.1675
48,0.15,0.008100000000000001,0.0016983811153600716,-0.0016983811153600716,1.4321038001769064,0.02989298668106355,0.01125,-0.024271590678564502,-0.06912814390139042,0.9704194543754645,2.235
49,0.15,0.0054,0.003774945595662563,-0.003774945595662563,1.4517438232604805,0.019640023083574043,0.0075,-0.024271590678564502,-0.06830191110575629,0.9704194543754645,2.28
50,0.15,0.0036,0.0007383680380575485,-0.0007383680380575485,1.464440042138239,0.012696218877758625,0.005,-0.024271590678564502,-0.06775108924200018,0.9704194543754645,2.31
51,0.15,0.0072,0.0035860418588655896,-0.0035860418588655896,1.4893175196491044,0.02487747751086533,0.01,-0.024271590678564502,-0.06664944551448798,0.9704194543754645,2.37
52,0.15,0.0027,2.8899174125207595e-05,-2.8899174125207595e-05,1.4989296047793583,0.009612085130253911,0.00375,-0.024271590678564502,-0.0662363291166709,0.9704194543754643,2.3925
53,0.15,0.0018,0.0004743542456827924,-0.0004743542456827924,1.5050502033763231,0.006120598596964788,0.0025,-0.024271590678564502,-0.06596091818479287,0.9704194543754645,2.4075
54,0.15,0.0027,-0.00029412346447339776,0.00029412346447339776,1.5146151424087977,0.009564939032474573,0.00375,-0.024271590678564502,-0.06554780178697579,0.9704194543754645,2.43
55,0.15,0.0036,-0.00031121065952970263,0.00031121065952970263,1.5267171437412665,0.012102001332468859,0.005,-0.024271590678564502,-0.06499697992321969,0.9704194543754645,2.46
56,0.15,0.0009,0.0011236149908406656,-0.0011236149908406656,1.529561505567955,0.0028443618266884574,0.00125,-0.024271590678564502,-0.06485927445728067,0.9704194543754645,2.4675
57,0.15,0.0009,0.0009986809841485143,-0.0009986809841485143,1.5324844269893654,0.002922921421410374,0.00125,-0.024271590678564502,-0.06472156899134164,0.9704194543754645,2.475
58,0.15,0.0045000000000000005,0.002761805363696391,-0.002761805363696391,1.5477592016985562,0.015274774709190808,0.00625,-0.024271590678564502,-0.06403304166164653,0.9704194543754645,2.5125
59,0.15,0.0018,-0.0012127298605504552,0.0012127298605504552,1.5537075929615518,0.005948391262995623,0.0025,-0.024271590678564502,-0.06375763072976846,0.9704194543754645,2.5275
60,0.15,0.0,-0.0,0.0,1.5537075929615518,0.0,0.0,-0.024271590678564502,-0.06375763072976846,0.9704194543754645,2.5275
61,0.15,0.0009,0.0003480187508458883,-0.0003480187508458883,1.556818321416558,0.003110728455006262,0.00125,-0.024271590678564502,-0.06361992526382945,0.9704194543754645,2.535
62,0.15,0.0036,-0.00025761051222371946,0.00025761051222371946,1.5688297853421989,0.012011463925640786,0.005,-0.024271590678564502,-0.06306910340007335,0.9704194543754645,2.565
63,0.15,0.0054,0.004104239918240209,-0.004104239918240209,1.586216199819971,0.017386414477772227,0.0075,-0.024271590678564502,-0.06224287060443919,0.9704194543754645,2.61
64,0.15,0.0027,0.002167541008149652,-0.002167541008149652,1.59450579053286,0.008289590712888817,0.00375,-0.024271590678564502,-0.06182975420662213,0.9704194543754645,2.6325
65,0.15,0.0063,0.0007653137031143958,-0.0007653137031143958,1.6150529252561032,0.02054713472324332,0.00875,-0.024271590678564502,-0.060865815945048946,0.9704194543754645,2.685
66,0.15,0.0045000000000000005,-3.5416062409976236e-05,3.5416062409976236e-05,1.6299962343747374,0.014943309118634174,0.00625,-0.024271590678564502,-0.060177288615353826,0.9704194543754645,2.7225
67,0.15,0.009000000000000001,0.001750285895120262,-0.001750285895120262,1.657844526710812,0.027848292336074554,0.0125,-0.024271590678564502,-0.05880023395596357,0.9704194543754645,2.7975
68,0.15,0.0036,-0.00013110832103042022,0.00013110832103042022,1.6688805118267762,0.011035985115964264,0.005,-0.024271590678564502,-0.058249412092207485,0.9704194543754645,2.8275
69,0.15,0.0027,0.0004284249013112798,-0.0004284249013112798,1.6772431256540155,0.00836261382723924,0.00375,-0.024271590678564502,-0.05783629569439041,0.9704194543754645,2.85
70,0.15,0.0036,0.0022238556338485373,-0.0022238556338485373,1.6875890238880444,0.010345898234028983,0.005,-0.024271590678564502,-0.05728547383063431,0.9704194543754645,2.88
71,0.15,0.0009,-0.0008059003397598956,0.0008059003397598956,1.6904097970256546,0.0028207731376101997,0.00125,-0.024271590678564502,-0.05714776836469529,0.9704194543754645,2.8875
72,0.15,0.0018,0.0010955099502352398,-0.0010955099502352398,1.6958494629535728,0.005439665927918114,0.0025,-0.024271590678564502,-0.05687235743281723,0.9704194543754645,2.9025
73,0.15,0.0036,0.0016402300661769297,-0.0016402300661769297,1.7063206781559401,0.010471215202367379,0.005,-0.024271590678564502,-0.05632153556906113,0.9704194543754645,2.9325
74,0.15,0.0009,-0.0006035178646462859,0.0006035178646462859,1.7089826907911112,0.0026620126351710738,0.00125,-0.024271590678564502,-0.05618383010312211,0.9704194543754647,2.94
75,0.15,0.0027,0.0004680390168250862,-0.0004680390168250862,1.7168704177435674,0.007887726952456209,0.00375,-0.024271590678564502,-0.05577071370530503,0.9704194543754645,2.9625
76,0.15,0.0045000000000000005,0.0008425864887704435,-0.0008425864887704435,1.7301009594159658,0.013230541672398344,0.00625,-0.024271590678564502,-0.05508218637560991,0.9704194543754645,3.0
77,0.15,0.0036,0.0005919561132007016,-0.0005919561132007016,1.7406053350311348,0.010504375615169037,0.005,-0.024271590678564502,-0.05453136451185381,0.9704194543754645,3.03
