seed,Nsamples,L_sites,K_layers,gamma_deph,eta0,"noncomm_norm_[U0,U1]",max_abs_balance_residual,mean_abs_balance_residual,balance_closure_ok_1e-10,seed_case,n_sites_case,k_layers_case,gamma_case,eta0_case
20260407,16,4,4,0.1,0.2,1.0442646194114757,5.551115123125783e-17,6.152000295907983e-18,True,20260407,4,4,0.1,0.2
20260407,16,4,4,0.1,0.9,1.0442646194114757,5.551115123125783e-17,7.546710629641127e-18,True,20260407,4,4,0.1,0.9
20260407,16,4,4,0.1,1.6,1.0442646194114757,5.551115123125783e-17,1.0577747445311703e-17,True,20260407,4,4,0.1,1.6
20260407,16,4,4,0.35,0.2,1.0442646194114757,5.551115123125783e-17,7.544663633351928e-18,True,20260407,4,4,0.35,0.2
20260407,16,4,4,0.35,0.9,1.0442646194114757,5.551115123125783e-17,9.950237203554141e-18,True,20260407,4,4,0.35,0.9
20260407,16,4,4,0.35,1.6,1.0442646194114757,1.6653345369377348e-16,1.6151224238245e-17,True,20260407,4,4,0.35,1.6
20260407,16,4,4,0.8,0.2,1.0442646194114757,2.220446049250313e-16,1.6991763266237015e-17,True,20260407,4,4,0.8,0.2
20260407,16,4,4,0.8,0.9,1.0442646194114757,1.1102230246251565e-16,1.7460172486068643e-17,True,20260407,4,4,0.8,0.9
20260407,16,4,4,0.8,1.6,1.0442646194114757,2.220446049250313e-16,1.9434606286118417e-17,True,20260407,4,4,0.8,1.6
20260407,16,4,5,0.1,0.2,0.8802985854082106,4.85722573273506e-17,3.967294096006276e-18,True,20260407,4,5,0.1,0.2
20260407,16,4,5,0.1,0.9,0.8802985854082106,1.1102230246251565e-16,6.760706406236499e-18,True,20260407,4,5,0.1,0.9
20260407,16,4,5,0.1,1.6,0.8802985854082106,1.1102230246251565e-16,9.873016033196125e-18,True,20260407,4,5,0.1,1.6
20260407,16,4,5,0.35,0.2,0.8802985854082106,5.551115123125783e-17,6.722180524352215e-18,True,20260407,4,5,0.35,0.2
20260407,16,4,5,0.35,0.9,0.8802985854082106,1.1102230246251565e-16,7.656246106936895e-18,True,20260407,4,5,0.35,0.9
20260407,16,4,5,0.35,1.6,0.8802985854082106,1.1102230246251565e-16,9.094395113648397e-18,True,20260407,4,5,0.35,1.6
20260407,16,4,5,0.8,0.2,0.8802985854082106,2.220446049250313e-16,1.3003367461932267e-17,True,20260407,4,5,0.8,0.2
20260407,16,4,5,0.8,0.9,0.8802985854082106,1.1102230246251565e-16,1.4609708977536896e-17,True,20260407,4,5,0.8,0.9
20260407,16,4,5,0.8,1.6,0.8802985854082106,2.220446049250313e-16,1.5433702628625882e-17,True,20260407,4,5,0.8,1.6
20260408,16,4,3,0.1,0.2,1.0662702819607914,4.163336342344337e-17,6.096801982178578e-18,True,20260408,4,3,0.1,0.2
20260408,16,4,3,0.1,0.9,1.0662702819607914,5.551115123125783e-17,9.329503225374616e-18,True,20260408,4,3,0.1,0.9
20260408,16,4,3,0.1,1.6,1.0662702819607914,1.1102230246251565e-16,1.4920250078954708e-17,True,20260408,4,3,0.1,1.6
20260408,16,4,3,0.35,0.2,1.0662702819607914,5.551115123125783e-17,9.638999652824145e-18,True,20260408,4,3,0.35,0.2
20260408,16,4,3,0.35,0.9,1.0662702819607914,1.1102230246251565e-16,1.3652382929072896e-17,True,20260408,4,3,0.35,0.9
20260408,16,4,3,0.35,1.6,1.0662702819607914,2.220446049250313e-16,2.2754034291636105e-17,True,20260408,4,3,0.35,1.6
20260408,16,4,3,0.8,0.2,1.0662702819607914,4.440892098500626e-16,1.97693725298277e-17,True,20260408,4,3,0.8,0.2
20260408,16,4,3,0.8,0.9,1.0662702819607914,2.220446049250313e-16,2.827668910773414e-17,True,20260408,4,3,0.8,0.9
20260408,16,4,3,0.8,1.6,1.0662702819607914,2.220446049250313e-16,2.5723073001306262e-17,True,20260408,4,3,0.8,1.6
20260408,16,4,4,0.1,0.2,1.0442646194114757,5.551115123125783e-17,5.661850563763495e-18,True,20260408,4,4,0.1,0.2
20260408,16,4,4,0.1,0.9,1.0442646194114757,5.551115123125783e-17,7.239520014103567e-18,True,20260408,4,4,0.1,0.9
20260408,16,4,4,0.1,1.6,1.0442646194114757,5.551115123125783e-17,1.003564635906895e-17,True,20260408,4,4,0.1,1.6
20260408,16,4,4,0.35,0.2,1.0442646194114757,5.551115123125783e-17,7.553698651455975e-18,True,20260408,4,4,0.35,0.2
20260408,16,4,4,0.35,0.9,1.0442646194114757,5.551115123125783e-17,9.914097131137958e-18,True,20260408,4,4,0.35,0.9
20260408,16,4,4,0.35,1.6,1.0442646194114757,1.6653345369377348e-16,1.553684300716988e-17,True,20260408,4,4,0.35,1.6
20260408,16,4,4,0.8,0.2,1.0442646194114757,2.220446049250313e-16,1.690141308519656e-17,True,20260408,4,4,0.8,0.2
20260408,16,4,4,0.8,0.9,1.0442646194114757,1.1102230246251565e-16,1.6267550096334588e-17,True,20260408,4,4,0.8,0.9
20260408,16,4,4,0.8,1.6,1.0442646194114757,2.220446049250313e-16,1.914548570678895e-17,True,20260408,4,4,0.8,1.6
20260408,16,4,5,0.1,0.2,0.8802985854082106,4.85722573273506e-17,3.902241965657146e-18,True,20260408,4,5,0.1,0.2
20260408,16,4,5,0.1,0.9,0.8802985854082106,1.1102230246251565e-16,6.551093986222635e-18,True,20260408,4,5,0.1,0.9
20260408,16,4,5,0.1,1.6,0.8802985854082106,1.1102230246251565e-16,9.269476823845861e-18,True,20260408,4,5,0.1,1.6
20260408,16,4,5,0.35,0.2,0.8802985854082106,5.551115123125783e-17,6.5631642057210086e-18,True,20260408,4,5,0.35,0.2
20260408,16,4,5,0.35,0.9,0.8802985854082106,1.1102230246251565e-16,7.634562063487185e-18,True,20260408,4,5,0.35,0.9
20260408,16,4,5,0.35,1.6,0.8802985854082106,1.1102230246251565e-16,9.278709482970933e-18,True,20260408,4,5,0.35,1.6
20260408,16,4,5,0.8,0.2,0.8802985854082106,2.220446049250313e-16,1.2360074172924202e-17,True,20260408,4,5,0.8,0.2
20260408,16,4,5,0.8,0.9,0.8802985854082106,1.1102230246251565e-16,1.4898829556866366e-17,True,20260408,4,5,0.8,0.9
20260408,16,4,5,0.8,1.6,0.8802985854082106,2.220446049250313e-16,1.5679455121055928e-17,True,20260408,4,5,0.8,1.6
20260409,16,4,3,0.1,0.2,1.0662702819607914,4.163336342344337e-17,5.904054929292266e-18,True,20260409,4,3,0.1,0.2
20260409,16,4,3,0.1,0.9,1.0662702819607914,5.551115123125783e-17,9.353596606985404e-18,True,20260409,4,3,0.1,0.9
20260409,16,4,3,0.1,1.6,1.0662702819607914,1.1102230246251565e-16,1.513709051345181e-17,True,20260409,4,3,0.1,1.6
20260409,16,4,3,0.35,0.2,1.0662702819607914,5.551115123125783e-17,9.145085329802971e-18,True,20260409,4,3,0.35,0.2
20260409,16,4,3,0.35,0.9,1.0662702819607914,1.1102230246251565e-16,1.3796943218737629e-17,True,20260409,4,3,0.35,0.9
20260409,16,4,3,0.35,1.6,1.0662702819607914,2.220446049250313e-16,2.285040781807926e-17,True,20260409,4,3,0.35,1.6
20260409,16,4,3,0.8,0.2,1.0662702819607914,4.440892098500626e-16,1.9191131371168767e-17,True,20260409,4,3,0.8,0.2
20260409,16,4,3,0.8,0.9,1.0662702819607914,2.220446049250313e-16,2.6493778868535756e-17,True,20260409,4,3,0.8,0.9
20260409,16,4,3,0.8,1.6,1.0662702819607914,2.220446049250313e-16,2.745779647728307e-17,True,20260409,4,3,0.8,1.6
20260409,16,4,4,0.1,0.2,1.0442646194114757,5.551115123125783e-17,5.826739644162332e-18,True,20260409,4,4,0.1,0.2
20260409,16,4,4,0.1,0.9,1.0442646194114757,5.551115123125783e-17,7.040749615814558e-18,True,20260409,4,4,0.1,0.9
20260409,16,4,4,0.1,1.6,1.0442646194114757,1.1102230246251565e-16,1.0600334990571817e-17,True,20260409,4,4,0.1,1.6
20260409,16,4,4,0.35,0.2,1.0442646194114757,1.1102230246251565e-16,7.784091613109145e-18,True,20260409,4,4,0.35,0.2
20260409,16,4,4,0.35,0.9,1.0442646194114757,1.1102230246251565e-16,9.697256696640857e-18,True,20260409,4,4,0.35,0.9
20260409,16,4,4,0.35,1.6,1.0442646194114757,1.6653345369377348e-16,1.496763686661499e-17,True,20260409,4,4,0.35,1.6
20260409,16,4,4,0.8,0.2,1.0442646194114757,2.220446049250313e-16,1.6910448103300602e-17,True,20260409,4,4,0.8,0.2
20260409,16,4,4,0.8,0.9,1.0442646194114757,2.220446049250313e-16,1.5824834209236343e-17,True,20260409,4,4,0.8,0.9
20260409,16,4,4,0.8,1.6,1.0442646194114757,2.220446049250313e-16,1.8531104475713832e-17,True,20260409,4,4,0.8,1.6
20260409,16,4,5,0.1,0.2,0.8802985854082106,4.85722573273506e-17,3.892529321195297e-18,True,20260409,4,5,0.1,0.2
20260409,16,4,5,0.1,0.9,0.8802985854082106,1.1102230246251565e-16,7.441043269471153e-18,True,20260409,4,5,0.1,0.9
20260409,16,4,5,0.1,1.6,0.8802985854082106,1.1102230246251565e-16,9.132144548664364e-18,True,20260409,4,5,0.1,1.6
20260409,16,4,5,0.35,0.2,0.8802985854082106,5.551115123125783e-17,6.667518664822738e-18,True,20260409,4,5,0.35,0.2
20260409,16,4,5,0.35,0.9,0.8802985854082106,1.1102230246251565e-16,7.398748090971588e-18,True,20260409,4,5,0.35,0.9
20260409,16,4,5,0.35,1.6,0.8802985854082106,2.220446049250313e-16,1.0371946673560482e-17,True,20260409,4,5,0.35,1.6
20260409,16,4,5,0.8,0.2,0.8802985854082106,2.220446049250313e-16,1.2201961356103398e-17,True,20260409,4,5,0.8,0.2
20260409,16,4,5,0.8,0.9,0.8802985854082106,1.1102230246251565e-16,1.5074108908084854e-17,True,20260409,4,5,0.8,0.9
20260409,16,4,5,0.8,1.6,0.8802985854082106,2.220446049250313e-16,1.6760946788110218e-17,True,20260409,4,5,0.8,1.6
