n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.05,0.009000000000000001,-0.0002157225466911586,0.0002157225466911586,0.09076304766267182,0.09076304766267293,0.0125,-0.024271590678564502,-0.10878731809182958,0.9704194543754645,0.075
1,0.05,0.0054,0.002169394592954542,-0.002169394592954542,0.13765415548865795,0.04689110782598613,0.0075,-0.024271590678564502,-0.10796108529619541,0.9704194543754645,0.12
2,0.05,0.0081,-0.00022550227048151843,0.00022550227048151843,0.1984963661790653,0.06084221069040735,0.01125,-0.024271590678564502,-0.1067217361027442,0.9704194543754647,0.1875
3,0.05,0.0027,-0.0007639342320744331,0.0007639342320744331,0.21722645128691775,0.018730085107852457,0.00375,-0.024271590678564502,-0.10630861970492712,0.9704194543754645,0.21
4,0.05,0.008100000000000001,0.0009924345549096386,-0.0009924345549096386,0.275555208531884,0.05832875724496622,0.01125,-0.024271590678564502,-0.1050692705114759,0.9704194543754647,0.2775
5,0.05,0.0072,0.0004829649759380694,-0.0004829649759380694,0.32744445030794445,0.05188924177606047,0.01,-0.024271590678564502,-0.1039676267839637,0.9704194543754645,0.3375
6,0.05,0.0108,0.0027725779687522924,-0.0027725779687522924,0.3987359634790887,0.07129151317114424,0.015,-0.024271590678564502,-0.1023151611926954,0.9704194543754645,0.4275
7,0.05,0.0072,0.0003443811668086401,-0.0003443811668086401,0.4443898164771109,0.045653852998022215,0.01,-0.024271590678564502,-0.1012135174651832,0.9704194543754645,0.4875
8,0.05,0.0045000000000000005,0.0012192629332424217,-0.0012192629332424217,0.4744082582617505,0.030018441784639582,0.00625,-0.024271590678564502,-0.10052499013548809,0.9704194543754647,0.525
9,0.05,0.0027,-0.000154804650063295,0.000154804650063295,0.4896685408004775,0.015260282538727021,0.00375,-0.024271590678564502,-0.100111873737671,0.9704194543754645,0.5475
10,0.05,0.0036,0.0002386407996891403,-0.0002386407996891403,0.5119849684281008,0.022316427627623314,0.005,-0.024271590678564502,-0.09956105187391492,0.9704194543754645,0.5775
11,0.05,0.0063,0.0021260163312374412,-0.0021260163312374412,0.5488239571139991,0.0368389886858983,0.00875,-0.024271590678564502,-0.09859711361234175,0.9704194543754645,0.63
12,0.05,0.0072,-0.0004631940881173894,0.0004631940881173894,0.5891945615400406,0.040370604426041456,0.01,-0.024271590678564502,-0.09749546988482954,0.9704194543754645,0.69
13,0.05,0.0045,-0.0007545571239179685,0.0007545571239179685,0.6141209445404502,0.024926383000409613,0.00625,-0.024271590678564502,-0.09680694255513442,0.9704194543754647,0.7275
14,0.05,0.0054,0.0003968972652824322,-0.0003968972652824322,0.6456110770872275,0.03149013254677735,0.0075,-0.024271590678564502,-0.09598070975950027,0.9704194543754645,0.7725
15,0.05,0.0063,0.0008813946494526288,-0.0008813946494526288,0.6793173865599689,0.033706309472741336,0.00875,-0.024271590678564502,-0.0950167714979271,0.9704194543754647,0.825
16,0.05,0.0072,-0.0030530834357068437,0.0030530834357068437,0.7187315554325885,0.039414168872619615,0.01,-0.024271590678564502,-0.0939151277704149,0.9704194543754645,0.885
17,0.05,0.008100000000000001,0.0003241681558406194,-0.0003241681558406194,0.7609613111799413,0.04222975574735277,0.01125,-0.024271590678564502,-0.09267577857696369,0.9704194543754647,0.9525
18,0.05,0.0072,-0.0025089745401222874,0.0025089745401222874,0.7983432085069431,0.03738189732700181,0.01,-0.024271590678564502,-0.09157413484945148,0.9704194543754645,1.0125
19,0.05,0.0045000000000000005,0.00026009789207819586,-0.00026009789207819586,0.8206861697185667,0.022342961211623602,0.00625,-0.024271590678564502,-0.09088560751975634,0.9704194543754645,1.05
20,0.05,0.0054,0.00011271183241387622,-0.00011271183241387622,0.8473933335555991,0.02670716383703242,0.0075,-0.024271590678564502,-0.0900593747241222,0.9704194543754645,1.095
21,0.05,0.0036,0.000290847382695138,-0.000290847382695138,0.8658377571739208,0.01844442361832166,0.005,-0.024271590678564502,-0.0895085528603661,0.9704194543754645,1.125
22,0.05,0.0054,0.00036975913928544824,-0.00036975913928544824,0.8927056034741676,0.026867846300246856,0.0075,-0.024271590678564502,-0.08868232006473196,0.9704194543754645,1.17
23,0.05,0.0045000000000000005,-0.001642835980644293,0.001642835980644293,0.9149950054456029,0.022289401971435252,0.00625,-0.024271590678564502,-0.08799379273503682,0.9704194543754647,1.2075
24,0.05,0.0045,0.0017277805878517796,-0.0017277805878517796,0.9355163536305073,0.020521348184904475,0.00625,-0.024271590678564502,-0.0873052654053417,0.9704194543754647,1.245
25,0.05,0.009,-0.001077656626742531,0.001077656626742531,0.9784427825024905,0.04292642887198317,0.0125,-0.024271590678564502,-0.08592821074595146,0.9704194543754647,1.32
26,0.05,0.0054,-0.0006284008796583232,0.0006284008796583232,1.0034132775769877,0.024970495074497223,0.0075,-0.024271590678564502,-0.0851019779503173,0.9704194543754645,1.365
27,0.05,0.0045,0.001979798073240637,-0.001979798073240637,1.0238368893760756,0.020423611799087915,0.00625,-0.024271590678564502,-0.08441345062062218,0.9704194543754647,1.4025
28,0.05,0.0036,-0.000754529314962011,0.000754529314962011,1.0391458343872677,0.015308945011192066,0.005,-0.024271590678564502,-0.08386262875686608,0.9704194543754647,1.4325
