epsilon,a_1_over_Teff_from_Shor,r2_Shor,b_Shor,mean_jump,mean_Lambda_w,mean_Coh_ptr_w
0.3,0.9986395375473954,0.4487892881229826,0.0016823708926919916,0.003954545454545455,-0.024271590678564492,0.9704194543754648
