n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.3,0.008100000000000001,0.0026904558439955826,-0.0026904558439955826,0.08117428134024836,0.08117428134024925,0.01125,-0.024271590678564502,-0.1089250235577686,0.9704194543754645,0.0675
1,0.3,0.0045000000000000005,0.0013672297027438082,-0.0013672297027438082,0.12313445255274877,0.04196017121250041,0.00625,-0.024271590678564502,-0.10823649622807348,0.9704194543754645,0.105
2,0.3,0.0072,0.002044626551210273,-0.002044626551210273,0.1810806641923601,0.057946211639611334,0.01,-0.024271590678564502,-0.10713485250056128,0.9704194543754645,0.165
3,0.3,0.0027,0.00027649893167209057,-0.00027649893167209057,0.20210205161793432,0.021021387425574217,0.00375,-0.024271590678564502,-0.1067217361027442,0.9704194543754647,0.1875
4,0.3,0.0072,0.002387391817581956,-0.002387391817581956,0.2544676025107255,0.05236555089279116,0.01,-0.024271590678564502,-0.105620092375232,0.9704194543754647,0.2475
5,0.3,0.009,0.007085256081386624,-0.007085256081386624,0.3185048482726589,0.06403724576193343,0.0125,-0.024271590678564502,-0.10424303771584176,0.9704194543754645,0.3225
6,0.3,0.008100000000000001,0.0018064818619245285,-0.0018064818619245285,0.37276719059445895,0.05426234232180005,0.01125,-0.024271590678564502,-0.10300368852239054,0.9704194543754647,0.39
7,0.3,0.0036,0.0010510418890223232,-0.0010510418890223232,0.39569433489237427,0.022927144297915314,0.005,-0.024271590678564502,-0.10245286665863444,0.9704194543754647,0.42
8,0.3,0.0072,0.0013867166494797483,-0.0013867166494797483,0.44192592374063044,0.04623158884825618,0.01,-0.024271590678564502,-0.10135122293112224,0.9704194543754645,0.48
9,0.3,0.0081,0.006907498663548538,-0.006907498663548538,0.49336095855445955,0.051435034813829106,0.01125,-0.024271590678564502,-0.100111873737671,0.9704194543754645,0.5475
10,0.3,0.0063,0.0037472833465831256,-0.0037472833465831256,0.531285043107327,0.0379240845528675,0.00875,-0.024271590678564502,-0.09914793547609783,0.9704194543754645,0.6
11,0.3,0.0036,-0.0007789816822227055,0.0007789816822227055,0.5526921375787738,0.02140709447144673,0.005,-0.024271590678564502,-0.09859711361234175,0.9704194543754645,0.63
12,0.3,0.0036,0.000349196658529516,-0.000349196658529516,0.573631133289015,0.02093899571024127,0.005,-0.024271590678564502,-0.09804629174858565,0.9704194543754645,0.66
13,0.3,0.0036,0.00104445366432991,-0.00104445366432991,0.5938645631211501,0.020233429832135053,0.005,-0.024271590678564502,-0.09749546988482954,0.9704194543754645,0.69
14,0.3,0.0063,0.007101771669329943,-0.007101771669329943,0.6301850078172655,0.036320444696115395,0.00875,-0.024271590678564502,-0.09653153162325637,0.9704194543754645,0.7425
15,0.3,0.009899999999999999,0.006469507586570096,-0.006469507586570096,0.6838036081275431,0.05361860031027765,0.01375,-0.024271590678564502,-0.0950167714979271,0.9704194543754647,0.825
16,0.3,0.0018,-0.0003064849817136218,0.0003064849817136218,0.6936798952982083,0.009876287170665132,0.0025,-0.024271590678564502,-0.09474136056604904,0.9704194543754647,0.84
17,0.3,0.0018,0.0006762591925798396,-0.0006762591925798396,0.7038050808581318,0.010125185559923477,0.0025,-0.024271590678564502,-0.094465949634171,0.9704194543754645,0.855
18,0.3,0.0072,0.00516115964159466,-0.00516115964159466,0.7416937644146152,0.03788868355648345,0.01,-0.024271590678564502,-0.0933643059066588,0.9704194543754645,0.915
19,0.3,0.009,0.0036352236172748453,-0.0036352236172748453,0.7885042529593662,0.046810488544751006,0.0125,-0.024271590678564502,-0.09198725124726854,0.9704194543754645,0.99
