profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.18338095071427896,-0.21241987072593052,-0.21241987072593105,-0.22423895973949332,-0.22423895973949337,2.475535531191677e-16,2.475535531191677e-14
gaussian,-0.26842242222777807,-0.21241987072593113,-0.21241987072593105,-0.22423895973949395,-0.22423895973949398,1.237767765595835e-16,1.237767765595835e-14
oscillating,-0.5784366680615403,-0.21241987072593058,-0.21241987072593105,-0.22423895973949334,-0.2242389597394934,2.4755355311916766e-16,2.4755355311916766e-14
