perm_id,stat_perm_median_test_r2
0,-0.10004737579789336
1,-0.04906286455419351
2,-0.15385368433194535
3,-0.00530138954962911
4,-0.2669212783701944
5,-0.1204364740189211
6,-0.2913000848881825
7,-0.23204535099790802
8,-0.1029990969733775
9,-0.3080346462157404
10,-0.08456356469823811
11,0.016266305556876193
12,-0.22264313546353764
13,-0.36061660334995527
14,-0.18517642118831545
15,-0.31181322833575587
16,-0.09477625940887113
17,-0.1210882037381733
18,-0.3230969548166327
19,-0.4312815505206181
20,-0.3805241526307419
21,-0.13365423792110087
22,-0.10548216207760885
23,-0.023399807287633023
24,-0.3532690467560947
25,-0.2476035312296827
26,-0.11590733089696836
27,-0.32445795261385524
28,-0.2747350218145689
29,-0.18406676638648078
30,0.00849784570946166
31,-0.06431319852055295
32,-0.09492899962309831
33,-0.15837846252602827
34,-0.29115359994869283
35,-0.12064508968084364
36,-0.5084273505431638
37,-0.11457869471515869
38,-0.27485980167668767
39,-0.1602131276560277
40,-0.28788006048817616
41,-0.1272603101280929
42,-0.058599552831381296
43,-0.42966529907795614
44,-0.08711380136535662
45,-0.2415594065287271
46,-0.2066566080363107
47,-0.15874502534706503
48,-0.23461315734172916
49,-0.41051199488920254
50,-0.2138336485197453
51,-0.24766713840973886
52,-0.19369151392744377
53,-0.3235819225735259
54,-0.31497493848285874
55,-0.4937611298193011
56,-0.24762456519542064
57,-0.18435209549432108
58,-0.10046128146897149
59,-0.18720770009472143
60,0.003452249460181467
61,-0.15737117880457208
62,-0.13798478776744572
63,-0.24767858615193927
64,-0.022190410336180688
65,-0.1551824233240855
66,-0.13833162887623185
67,-0.2995258678109841
68,-0.28612414030072464
69,-0.2358708345837215
70,-0.309570830158695
71,-0.2738903694328232
72,-0.38155262222092423
73,-0.5535861147636826
74,-0.1565050999496853
75,-0.28989888163754773
76,-0.151011595584989
77,-0.2191468365421243
78,-0.12002188853381335
79,0.06628464257515315
80,-0.21792271792296647
81,-0.48853288048522514
82,-0.26126282559856706
83,-0.180072196725094
84,-0.6800449248778062
85,-0.177214423347963
86,-0.082522088651245
87,-0.15027876102635496
88,-0.13350008450915174
89,-0.15916984655883726
90,-0.15758523628255128
91,-0.2219458189260164
92,-0.25976864020780577
93,-0.2553659376598154
94,-0.23492965510956165
95,-0.32709137145297973
96,-0.32154989351975793
97,-0.26064253240270796
98,-0.18582328128303305
99,0.0043532247460452145
100,-0.10671197739064708
101,-0.3400177293867661
102,-0.3416299859581172
103,-0.45860739126572514
104,-0.04764624104259679
105,-0.165730509840729
106,-0.19750347940653412
107,-0.20971376723304958
108,-0.0605667471307858
109,-0.1606266599195857
110,-0.21537879600505394
111,-0.2165255485329094
112,-0.09398714012283094
113,-0.29578274437360164
114,-0.1436100186816618
115,-0.331558563498508
116,-0.09268447361688448
117,0.006466097550286931
118,-0.33341616224722026
119,-0.09489981954508331
120,-0.16921081402254046
121,-0.38283424791236476
122,-0.10516763092132064
123,-0.20953017735644663
124,-0.1973078497004359
125,-0.2840199878129215
126,-0.30870056592823514
127,-0.21581194603835352
128,-0.17736375729183362
129,-0.3010981659721522
130,-0.2706276907695383
131,-0.20847188051146226
132,-0.21313842378605263
133,-0.21375985612340664
134,-0.07539158161502568
135,-0.16572989316596098
136,-0.27195246007626994
137,-0.29192255511600806
138,-0.14307889727855672
139,-0.189370479868044
