split_id,n_train,n_test,train_r2,test_r2,intercept,coef_lm_w1_times_delta_alpha,coef_delta_alpha,coef_lambda_w_g2_mean
0,33,15,0.38687522194325963,0.34472288683692265,1.2996759302991767,2.895377451492777,-4.55782403365515,13.531228682639128
1,33,15,0.3161171625365533,0.506547892533102,1.3149247750537465,2.365283786467918,-4.199021019638184,8.980682537349107
2,33,15,0.4406520634285025,0.27759317295290464,1.132806894912365,4.185838121750064,-5.270675450646624,11.092057382499698
3,33,15,0.4720988354737359,0.04369557945166347,1.4918301251323518,7.080892128427773,-7.590000077685039,22.77570379087287
4,33,15,0.4779411386864699,-0.3456228115152806,1.0294024162553388,4.611946642950411,-4.581265043272786,28.469665937737876
5,33,15,0.36785122357405875,0.34960810819328814,2.092627153689401,6.82302816715821,-8.701002620944513,10.33541365380918
6,33,15,0.40565812339175666,0.3454088806097526,1.2673151956005466,6.441582737263914,-6.594069072936367,23.071529654859077
7,33,15,0.3827950139647619,0.36483213563525274,0.8825486419818851,2.9492202191128745,-3.60340337494095,21.230037898329613
