profile,n_cases,r2,intercept,coef_lm_w1_times_delta_alpha,coef_delta_alpha,coef_lambda_w_g2_mean
constant,16,0.8123283563245283,-2.796997885905472,5.3241825093532595,2.197775004542645,99.90609178660995
gaussian,16,0.6217794380859213,0.7330954359511372,6.872648831355058,-6.230286625884127,497.7689571051492
oscillating,16,0.650065150118786,0.15252895251350496,-0.14133058258971745,-0.2140391834380818,-1.3547259911727036
