case_id,profile,alpha1,alpha2,delta_alpha,lambda_matter_w1_mean,lm_w1_times_delta_alpha,lambda_vac_w1_mean,state_spread_phi90,lambda_w_g2_mean,coh_ptr_g2_mean,jump_rate_g2_mean,lambda_eff_raw,clausius_r2,lambda_eff_proxy
0,constant,0.1386753653778163,0.8704546460815298,0.7317792807037135,0.8063215446419915,0.5900493999540237,0.7317792807037135,1.4191425200993295,-0.04869810149299947,0.03971523606795711,0.004895833333333334,-5.492063956014043,0.9999991598555975,-1.8705789295577948
1,oscillating,0.19874117528659943,0.8028403172528035,0.6040991419662041,0.6748271761781071,0.4076625181046709,0.604099141966204,1.2476973663401045,-0.02211135328856246,0.092416457139222,0.003923611111111111,0.22253724741090125,0.0010693127882402953,0.00021485531847549352
2,constant,0.37621441863083954,0.5480877710853601,0.17187335245452057,0.43924028404110327,0.07549370015122027,0.17187335245452057,1.2097621027075078,0.0427911534784413,0.010190909841185859,0.0027777777777777775,7.159333731665937,1.0,2.0991625151112943
3,constant,0.29518060034071103,0.6665699035013831,0.3713893031606721,0.5802000568552561,0.2154800948092559,0.3713893031606721,1.0338663726260078,0.01568727361433682,0.09407907878311239,0.003333333333333333,4.222085307403264,0.0868656726336039,0.14357999287308604
4,gaussian,0.3876953782264083,0.5083419839139888,0.12064660568758044,0.3889837565907278,0.04692956990027531,0.12064660568758044,1.2577876109060997,0.0014785321055421439,0.04280838747819148,0.0026736111111111114,7.132074352205857,0.22523798010756535,0.4720573712761347
5,constant,0.2383069210530357,0.6993311832629348,0.4610242622098991,0.5548043315248073,0.25577825761208056,0.46102426220989906,1.0624323053512266,0.006268667458394439,0.1113902745835065,0.0030902777777777777,2.8620368993919763,0.050287642929662146,0.0679483985350157
6,gaussian,0.15988082456651592,0.7995528194550863,0.6396719948885703,0.7135297659023506,0.4564250087671312,0.6396719948885703,1.2959818416781517,-0.00080522232213988,0.08015098416449944,0.0035069444444444445,-1.8047902300393348,0.04406353269511376,-0.045443988177807926
7,constant,0.2880659102646272,0.6518331398963624,0.36376722963173513,0.5430650791426579,0.19754927934946365,0.36376722963173513,1.047050068865965,0.02681849560157832,0.09157821617079667,0.003159722222222222,10.369594766634622,0.9351462775676322,2.273286985604449
8,gaussian,0.2585275758482847,0.6798710207035267,0.421343444855242,0.5729096041722409,0.2413917062125851,0.42134344485524194,1.0239364462367302,0.00046705797354104075,0.10655790696944263,0.0034722222222222225,0.36199082886808925,0.0023093339905119192,0.0007134629032857216
9,constant,0.17465909964340556,0.811539366679989,0.6368802670365835,0.7401811529570687,0.47140677035074413,0.6368802670365835,1.2996366041851277,-0.017552120775959208,0.08120025687506821,0.0034722222222222216,-3.4991675639327795,0.12180396767391488,-0.18318006052817995
10,constant,0.10684953510409913,0.8843967809858442,0.7775472458817451,0.7859679805934524,0.6111272386616757,0.777547245881745,1.4636764184750648,-0.041835473131873455,0.017245324820412446,0.0035763888888888885,-6.213404778591095,0.9977542999330142,-1.9715036988787453
11,gaussian,0.31301264556018266,0.616552815996432,0.30354017043624937,0.5042484713499712,0.15305966693578846,0.3035401704362493,1.0993867132336033,0.0014234561772880187,0.06670049798849241,0.0026388888888888894,3.895602772960684,0.1826089215268416,0.2900445812681572
12,constant,0.21665003421285894,0.7710789660501722,0.5544289318373133,0.6418638436349153,0.3558678852114984,0.5544289318373131,1.185562755807467,-0.010852339878458213,0.10502034189915191,0.003645833333333333,-12.134849168672309,0.5483816546160403,-1.4122302423491229
13,oscillating,0.1275059940338442,0.9028664368161876,0.7753604427823434,0.8252320400573704,0.6398522799770593,0.7753604427823435,1.4711497213702587,-0.029645241373597718,0.018295458179803655,0.004062499999999999,-1.8386246986101782,0.02298088667972975,-0.02397641119497637
14,gaussian,0.08430577287350824,0.8796244503363002,0.795318677462792,0.8020624469491826,0.6378952445501946,0.7953186774627921,1.4869857835399487,-0.001285391480527133,0.008409043944778113,0.003923611111111111,-5.938325055082954,0.1665321886806519,-0.3225829078287921
15,oscillating,0.13056201437944234,0.8890610576217691,0.7584990432423268,0.7432982137421865,0.563790983967179,0.7584990432423269,1.432318908442769,-0.03775004564508834,0.026646798276225035,0.003645833333333333,-0.3839035422017069,0.0005949847022721499,-0.0001933153847396918
16,oscillating,0.1630759882016659,0.8096321751818525,0.6465561869801866,0.7604834904293933,0.49169530583341176,0.6465561869801865,1.3152211146588748,-0.019033406622560662,0.07751468878273167,0.0038194444444444448,-1.0091278535874828,0.048842129930105616,-0.03407718942466836
17,constant,0.1993245280581507,0.76546587498428,0.5661413469261293,0.7104955586064297,0.4022409125344767,0.5661413469261293,1.2154739337910079,-0.0085005752587502,0.10257175666845422,0.0043055555555555555,0.5496580277445707,0.003540033911669016,0.0015506562032939575
18,oscillating,0.3727421959579339,0.5921662853764798,0.21942408941854588,0.49416448881940717,0.10843159298217961,0.21942408941854588,1.163498363644962,0.025873426027243185,0.020021562376437756,0.002534722222222222,5.1330997941026375,0.05931321248659249,0.10757639117255492
19,oscillating,0.2979213665083628,0.7340684467048801,0.4361470801965174,0.5502792035211641,0.24000266790862088,0.4361470801965173,1.0343173219574713,0.010703461328778427,0.10889653433982205,0.0035763888888888885,-0.1385637013802355,0.00043243645837010014,-5.611622275229103e-05
20,gaussian,0.09592907038839801,0.9292758583833842,0.8333467879949862,0.8422112219690896,0.7018540166412731,0.8333467879949862,1.5382957035807787,-0.0019351871687180778,0.010005832391212704,0.004409722222222222,-7.477015886777389,0.4108398817276133,-0.878112108307785
21,gaussian,0.28844681994416976,0.6750885125068452,0.38664169256267544,0.5208966525179587,0.20140036337977538,0.3866416925626755,1.0346871692390125,0.0007814858019432203,0.09862332067641233,0.0032638888888888882,0.1843772574060905,0.0005695949434167957,9.638521320087147e-05
22,constant,0.23907116087398123,0.7870149371876471,0.5479437763136659,0.6269234100044524,0.3435187807372803,0.5479437763136659,1.1747831971358547,-0.009039514091944006,0.10622753568872981,0.0038541666666666668,-10.647574411871492,0.26095161569069103,-0.6406617776041483
23,oscillating,0.24305646676900575,0.7514196569155833,0.5083631901465776,0.6861062827054347,0.34879117865574444,0.5083631901465776,1.1466957501242072,-0.00112054141291646,0.1111913998074475,0.003298611111111111,-1.1763437826899725,0.04002272241440907,-0.031123522196939316
24,gaussian,0.26614136220700435,0.6976069018232444,0.43146553961624,0.5585795433020151,0.24100782406939686,0.43146553961623996,1.0313212008818031,0.0005241472459008532,0.10822489195949644,0.0032986111111111107,0.06679812688785859,6.805524724784462e-05,4.400571894212497e-06
25,gaussian,0.3118143662602855,0.6021306283022013,0.2903162620419158,0.47341722114982365,0.1374407180304878,0.29031626204191585,1.115419917719217,0.0013038954140067107,0.0601514128728569,0.003298611111111111,5.424684047107779,0.1489363243802867,0.27704352460778703
26,gaussian,0.3530047492644601,0.5555178230070396,0.20251307374257943,0.49805677534484827,0.10086300847340257,0.2025130737425794,1.1751824365836372,0.000943440966734875,0.009493893791924835,0.0026736111111111114,8.665905676926867,0.16247971628458324,0.36860226672627555
27,constant,0.14659019793851352,0.8467429721843842,0.7001527742458707,0.7812584405154522,0.5470002645298965,0.7001527742458707,1.3785579600990707,-0.02330626510043458,0.054629347438571306,0.003333333333333334,-4.5447709097729145,0.24990060022823368,-0.42804356887608686
28,gaussian,0.279603842444594,0.7501530252374661,0.47054918279287206,0.6305832106156205,0.2967204144380858,0.470549182792872,1.0917631166519175,0.0002945853462013381,0.11186819038227229,0.003159722222222222,0.11385256723521328,0.00017579985851712276,1.8955582361889585e-05
29,oscillating,0.07286171749542107,0.9420627607393688,0.8692010432439478,0.8812704433862382,0.7660011887713746,0.8692010432439476,1.5869747927659252,-0.05257968030326561,0.026458431892815625,0.003680555555555556,-2.4065190626445925,0.10083537009408883,-0.12359300229636927
30,constant,0.19674867588490003,0.7905921998854586,0.5938435240005586,0.7360697711454994,0.43711026680732806,0.5938435240005586,1.2519305457420915,-0.011475145015965776,0.09547725010436348,0.0036458333333333334,-3.1328585795587145,0.17005506228866685,-0.2413029156836806
31,oscillating,0.11369476838412845,0.859823430928915,0.7461286625447865,0.7779298983912957,0.580435794640299,0.7461286625447866,1.4275861765110704,-0.04571625092836188,0.03273399237308568,0.004270833333333333,-2.4624504777246643,0.04853743185842119,-0.06028235308511709
