boot_id,intercept,coef_lm_w1_times_delta_alpha,coef_delta_alpha,coef_lambda_w_g2_mean
0,0.3708966215370453,7.153683562904495,-5.024226354148918,40.87033839813026
1,2.431253128024639,7.5466414424481245,-9.795076935963543,3.662490971982055
2,0.21357542049534878,-2.4557774469668208,1.472565285624393,26.581673227169276
3,1.2283964456830812,5.068459864120244,-5.744366918457629,27.408498269511895
4,1.3230074742610771,7.627976564582612,-7.966259725524228,21.816787869454906
5,1.974759959400136,6.900563653877289,-8.557829809526963,12.84387748120708
6,2.500104832604761,11.529221994469852,-12.912012566392495,4.507443875357131
7,0.8320167386631021,3.0226991364378737,-3.605534289019341,16.68422002740248
8,1.5594926064716819,6.467024488887131,-7.4829337825048565,19.972307983507104
9,1.3308740766872964,5.624775112844498,-6.15683130711065,19.474740492185365
10,0.8973172685004415,6.966006252780402,-6.675649000672535,20.219307803945913
11,1.2179506249504939,-0.03069733183793287,-2.0830180632960102,5.365066445764376
12,2.0818917777720314,8.128215266997175,-9.636998036488027,15.323402205995286
13,1.759744438363312,11.465849255102116,-10.999527662472106,25.47980600577775
14,2.0533318823381315,8.306107017034547,-9.619660119764834,30.077670850216418
15,2.3808149951654625,12.706072294836504,-13.43557087265034,21.971124528363617
16,1.7236098532616002,8.12175358326962,-8.824791359334318,20.818718592299515
17,0.8746827805088829,4.591578857295007,-4.924458716432119,19.59356449010627
18,1.4230315314848272,5.731155106751308,-6.631713796104273,12.567807201844
19,1.1232110406921996,3.072016401885993,-4.361181551323851,3.573774772201513
20,0.664628644424873,5.005643938056936,-4.437504010555235,23.077709214322756
21,1.5375219101261093,8.483854170491414,-8.48751189010626,15.886053884646229
22,0.702319167260245,7.421218251609764,-6.093989885126012,37.52245230776669
23,1.1904822208930335,7.149797372324463,-7.114710893479593,27.254984681443347
24,1.680350830800335,7.270541617163743,-8.015996820225569,25.462414658966402
25,2.1150667455920034,10.895496329422098,-11.77945515057518,15.680038447170656
26,1.5539417963886373,11.786240479460126,-10.836083676923174,44.33142649672903
27,1.8510272697452617,10.392976230601997,-10.407776172814975,16.946689739808182
28,1.379708420116961,8.243659293816545,-8.296973263543036,27.33076743853014
29,1.7303426790167011,11.045987883064655,-10.680509751366957,32.526399080932975
30,2.1210964545610116,7.9346454117520056,-9.545361505660528,5.265039760789586
31,1.4597134761063937,7.0103912325774775,-7.847147399187764,4.145087648818312
32,0.9253503889819782,2.7107560787575955,-3.753257800333951,32.57380427284367
33,2.5138347150991693,15.27927951478474,-15.2622752628381,27.116107972597334
34,0.7400215668357738,2.737388533959916,-3.3380519834399363,21.533282934456512
35,2.396480345936503,9.036350003632544,-10.376413020033251,14.12357638085587
36,1.4420776557011215,7.4615700882261295,-7.591662455074235,22.3453421487397
37,1.1727001201858265,5.317195759328218,-5.928168740973367,29.805742210710203
38,1.9375451203992422,14.95560530553248,-13.551978062085267,40.72446149658584
39,1.4385888178449822,6.6982472155810795,-8.005869151094386,15.064766376946428
40,1.6108915849516905,7.3156777036266085,-8.228853797635514,14.348542947530715
41,1.2563355071744975,2.5815087077966217,-4.265451382360605,10.830150221765829
42,1.5458519675088278,7.142387508380552,-7.4558058163606535,12.571123625575845
43,2.639068894424725,12.57205056727723,-14.203825440335459,6.253069758202669
44,2.058812690578696,6.8774214817392165,-8.72059634729833,8.014615415265927
45,1.6779738190879623,12.744889252793527,-11.784167049162486,36.14834461297732
46,1.1939178805539523,6.89257130162787,-6.748305007907357,22.91418216415383
47,0.7447444638429844,5.279313866336355,-4.9862575919987995,26.091356987885653
48,0.9403845653069249,7.052783986421381,-6.299057014653316,31.33237704415114
49,1.5677510586428944,7.833858208971071,-8.347995008622386,20.993392228670157
50,1.4978158533740324,5.7645036650750745,-7.062930031658131,5.45752260196919
51,1.0647403446035333,1.0829347913615952,-2.5654680877963187,14.381848611017064
52,1.2780469884578665,2.4720987628563207,-4.264517709492562,14.035385180435833
53,1.7444307988479835,6.24453371959228,-7.502225191720854,15.60930902947993
54,1.920432588057144,5.753143667284522,-7.205950940647015,29.983175343176207
55,2.2164814357190044,10.311196206198627,-11.342830585401439,16.747451815263585
56,0.44174198094098865,0.2643046543954502,-1.3717729685450835,11.046572494785407
57,0.575611108939559,-1.4913015024804082,-0.12234787400719196,8.486215820408653
58,1.7076892396999819,5.519316556495158,-7.4993440597822385,-1.1603363845425614
59,1.2565761118614769,4.523860389250531,-5.468710363701829,7.1538217707433445
60,0.20199947756178838,-2.8182820822121535,1.3548096139530397,13.839343132888793
61,1.412339651803933,6.86698682448169,-6.99994158804177,20.022633841986423
62,1.2434910749516008,6.549417092851528,-6.760879816185367,10.95123094866783
63,0.8831430807272744,6.512249368267732,-6.023926601003323,17.80243647160744
64,1.1892713584640395,1.092651595924236,-2.5492011275442086,11.580049789867608
65,0.95892986589146,2.0839046622995165,-2.9503205489307436,16.25821587547847
66,0.46188867914668635,4.643616779266058,-3.7489190219466413,32.91059398584313
67,2.445546561106369,13.641095168736731,-14.234047737159859,29.553594789682165
68,0.580537308873325,1.3672802503854875,-2.4584839403300425,9.7134424451783
69,1.604084508563127,5.6786076377958805,-6.823845690678988,24.97893271918784
70,2.5556795181048524,8.036995912177813,-10.350986795830268,14.483998829888236
71,1.2987527336191473,4.828990198464319,-6.040217498748124,11.974086177389541
72,2.0544328135333356,6.003133184299843,-7.883509162411724,9.092214272059257
73,1.482734807297337,6.482919249479961,-7.314729161728691,25.485780068139842
74,0.9250446657576923,2.2777864172968116,-3.6628744497787786,2.1213725410379976
75,1.7075294078854095,6.37072271632244,-7.735216535952098,17.97137758258774
76,0.8717407123748333,3.3939410192421198,-3.7531002542543015,23.917172859946962
77,1.1704864319333002,8.251342218192477,-7.7240582704270695,27.199617039241364
78,1.1065301886706853,7.71367218306232,-7.012189054723043,35.28173008604902
79,1.3694256323943836,7.394976484909251,-7.6639275625098575,16.874289693973626
80,2.3721275130866535,9.630726540346625,-11.27158390844448,2.0260392593346044
81,2.060501761350313,9.678579283562721,-10.337490206471314,18.119230643095644
82,1.7045548348596153,7.273465756995325,-8.233122828685824,5.488735089937639
83,1.937319333678901,11.637477167839567,-11.154028773309356,36.32485545944453
84,1.420505101167523,6.0756358921571465,-6.886113953215698,15.304515707508386
85,1.708110312102669,7.273696549370314,-8.02220519842696,19.731957629999716
86,2.458502095922815,10.54914323000788,-11.909374795347635,16.67504804443907
87,1.6585771396705917,6.419481833879839,-7.828076545552192,6.306168845134656
88,1.826016512729839,10.469818673007602,-10.42013764639914,32.938744473743846
89,2.1407706671559854,7.110691325969173,-8.946861620159936,9.693267406422201
90,2.103897355716322,8.153011739852538,-9.691702921493642,7.314257731669161
91,1.6851781432668163,2.025440182673973,-4.752446436445799,-5.975961353693412
92,1.4165871446909384,3.163248466515484,-4.957587899510883,10.376197330848333
93,0.809568987010488,3.6025409263318595,-3.694628934293925,18.15868969201301
94,1.827219077331973,10.050020860276172,-10.717400765776377,19.139605262881958
95,2.002442546622189,8.132096550500426,-9.276083997716508,8.05212076465197
96,0.44727313579044564,4.773221792345578,-3.795203913976947,28.88132091326281
97,1.275650344170947,2.9867373636326207,-4.643163077433159,6.217421249965333
98,1.5254527865671577,6.395532698509592,-7.136650330840497,16.03914469057472
99,0.716993167810495,1.1790577743068467,-2.4916035584635745,7.560383370145289
100,2.16752166940648,7.575062338923334,-9.709127483619813,7.039644615946484
101,1.01107413585376,1.5568357327978863,-3.1307758014422564,5.963581126237302
102,1.8912345818775254,9.80272023342483,-10.20587017362668,20.00589487928986
