seed,n_cases,train_frac,n_splits,n_perm,n_boot,g2_steps,g2_traj,g2_layers,ridge_alpha,train_r2_mean,train_r2_median,test_r2_mean,test_r2_median,test_r2_p25,test_r2_min,full_r2,perm_p_value,perm_stat_p95,boot_min_sign_consistency_key,boot_mean_sign_consistency_key,profile_min_sign_consistency_key,profile_mean_sign_consistency_key,pass_test_r2,pass_perm_p,pass_boot_sign,pass_profile_sign,pass_all
20261229,48,0.7,8,140,180,80,360,48,0.02,0.4062485978748873,0.39626667266750815,0.2358482305872007,0.34506588372333763,0.21911877457759435,-0.3456228115152806,0.4027799091051367,0.0070921985815602835,-0.021345959296853397,0.9611111111111111,0.9703703703703703,0.6666666666666666,0.6666666666666666,True,True,True,True,True
