theta0,target_phase,n_points,finest_n_steps,finest_berry_phase,finest_abs_error,tail_monotonic_nonincreasing,pass_err_tol,pass_all
1.5707963267948966,-3.141592653589793,13,1024,-3.1415926535897922,8.881784197001252e-16,True,True,True
