mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,120,0.1275059940338442,0.9028664368161876,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.4682361733988636e-16,1.0,0.8252320400559557,7.962948716317987e-13
