angle_deg,state,tr_F_rho_real
0.0,ket_0,0.3650357290727567
0.0,ket_1,0.3650357290727567
0.0,ket_plus,0.36503572907275667
0.0,ket_minus,0.36503572907275667
0.0,ket_plus_i,0.07180715861190529
0.0,ket_minus_i,0.6582642995336081
15.0,ket_0,0.3650357290727567
15.0,ket_1,0.3650357290727567
15.0,ket_plus,0.4148290655664889
15.0,ket_minus,0.31524239257902437
15.0,ket_plus_i,0.0652517414992958
15.0,ket_minus_i,0.6648197166462175
30.0,ket_0,0.3650357290727567
30.0,ket_1,0.3650357290727567
30.0,ket_plus,0.46122906846555256
30.0,ket_minus,0.2688423896799607
30.0,ket_plus_i,0.04603223100435272
30.0,ket_minus_i,0.6840392271411606
45.0,ket_0,0.3650357290727567
45.0,ket_1,0.3650357290727567
45.0,ket_plus,0.5010736542520068
45.0,ket_minus,0.2289978038935065
45.0,ket_plus_i,0.015458405005563502
45.0,ket_minus_i,0.7146130531399498
60.0,ket_0,0.3650357290727567
60.0,ket_1,0.3650357290727567
60.0,ket_plus,0.531647480250796
60.0,ket_minus,0.19842397789471733
60.0,ket_plus_i,-0.02438618078089061
60.0,ket_minus_i,0.7544576389264039
75.0,ket_0,0.3650357290727567
75.0,ket_1,0.3650357290727567
75.0,ket_plus,0.5508669907457391
75.0,ket_minus,0.1792044673997742
75.0,ket_plus_i,-0.07078618367995432
75.0,ket_minus_i,0.8008576418254676
90.0,ket_0,0.3650357290727567
90.0,ket_1,0.3650357290727567
90.0,ket_plus,0.5574224078583485
90.0,ket_minus,0.17264905028716476
90.0,ket_plus_i,-0.12057952017368662
90.0,ket_minus_i,0.8506509783192
