profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.5331228860773913,-1.8758378667067799,-1.8758378667067748,-0.6048282314829986,-0.6048282314829986,0.0,0.0
gaussian,-2.1381468946826936,-1.8758378667067754,-1.8758378667067748,-0.6048282314829992,-0.6048282314829995,3.671201067790636e-16,3.6712010677906357e-14
oscillating,-5.481398775800467,-1.8758378667067728,-1.8758378667067748,-0.604828231483,-0.6048282314829999,1.8356005338953165e-16,1.8356005338953166e-14
