profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
gaussian,3.844518129495102,0.02459980008262463,0.05166310223715043,0.2601106214919396,0.003117283950617284,0.0010360147816516128,0.04576938799059177
