seed,n_sites,n_cases,t_final,gamma_deph,eta0,intercept_max_abs_residual,coef_dt_max_abs_residual,coef_dmu_max_abs_residual,coef_dt_dmu_max_abs_residual,fit_r2_max_abs_residual,intercept_mean_abs_residual,coef_dt_mean_abs_residual,coef_dmu_mean_abs_residual,coef_dt_dmu_mean_abs_residual,fit_r2_mean_abs_residual,max_residual_overall,mean_residual_overall,intercept_abs,intercept_abs_tol,intercept_rel_tol,intercept_scaled_tol,pass_intercept_tol,pass_intercept_scaled_tol,pass_all
20270226,5,12,0.5,0.7378353685304458,1.378444468558795,0.009096613937988551,2.8611841693010454,-0.019339679215845153,-5.8400449269218475,0.9319022878187498,-0.0009517388050538561,0.4787801082041944,0.00238833009561053,-0.9866674897775247,0.8352680916818176,0.17435992679974976,0.010038299328559902,0.009096613937988551,0.002,0.08,0.013948794143979981,False,True,True
