sample,k,bond,dO_dt,div_x_j,src_deph,src_mu,residual,abs_residual
0,0,0,-0.013492467855873326,-0.0012929278560521924,-0.006899851332231909,-0.007885544379693611,1.734723475976807e-18,1.734723475976807e-18
0,0,1,-0.007329226121811307,0.0014834493742095515,-0.002728029148880819,-0.0031177475987209367,0.0,0.0
0,0,2,0.002135138168889203,-0.00019052151815735917,0.000907487770341527,0.0010371288803903166,2.168404344971009e-19,2.168404344971009e-19
0,1,0,-0.07527189035420867,-0.007231095233720303,-0.042051817188513,-0.04045116839941597,0.0,0.0
0,1,1,-0.06681356995623088,-0.005401113255257817,-0.03502716837603603,-0.037187514835452656,0.0,0.0
0,1,2,-0.16213065094656948,0.01263220848897812,-0.06896619768182854,-0.08053224477576282,0.0,0.0
0,2,0,-0.03994652924907251,0.0022522743034842562,-0.04710553944593204,0.009411284500343793,0.0,0.0
0,2,1,-0.03184935681061103,0.022529674290065353,-0.023324563341476992,0.01400488082093131,3.469446951953614e-18,3.469446951953614e-18
0,2,2,0.12595508402567507,-0.02478194859354961,0.021573521304078858,0.0795996141280466,0.0,0.0
0,3,0,-0.34734475279026666,-0.01046515979335121,-0.1903688939460244,-0.16744101863759345,-5.551115123125783e-17,5.551115123125783e-17
0,3,1,-0.2137042564173513,-0.014333729735024874,-0.1153480620802666,-0.11268992407210959,2.7755575615628914e-17,2.7755575615628914e-17
0,3,2,0.23045263734017293,0.024798889528376084,0.11925186315027811,0.13599966371827088,0.0,0.0
0,4,0,0.16791951191973348,0.057197945293329756,-0.07671134388676201,0.30182880109982524,0.0,0.0
0,4,1,0.13466233287840565,-0.03446073931054511,-0.12136288403968988,0.22156447760755044,-1.3877787807814457e-17,1.3877787807814457e-17
0,4,2,0.061907702614393746,-0.022737205982784652,-0.08837816871324669,0.1275486653448558,0.0,0.0
1,0,0,-0.0031644531662348265,0.00027031251165516635,-0.0013505989721371743,-0.0015435416824424856,-4.336808689942018e-19,4.336808689942018e-19
1,0,1,0.004962238822506779,-0.00040604252379322907,0.002126224939399656,0.0024299713593138937,0.0,0.0
1,0,2,-0.005023905016880034,0.00013573001213806275,-0.0022811483355462533,-0.002607026669195718,0.0,0.0
1,1,0,0.18618428829131142,0.026740083994844708,0.09748552777287622,0.11543884451327989,0.0,0.0
1,1,1,0.14699805667715776,-0.010124409091752901,0.06438673443870749,0.07248691314669736,0.0,0.0
1,1,2,0.13547552112225097,-0.016615674903091807,0.05505336007832966,0.06380648614082951,0.0,0.0
1,2,0,0.1937961161198744,0.0008200969856796275,0.042401606147189644,0.15221460695836442,0.0,0.0
1,2,1,0.17960395284146735,0.008809973319939275,-0.01066232112650873,0.1990762472879154,-5.551115123125783e-17,5.551115123125783e-17
1,2,2,-0.21549763771805522,-0.009630070305618903,0.007648359606144653,-0.2327760676298188,2.7755575615628914e-17,2.7755575615628914e-17
1,3,0,-0.16476586045514063,0.00032534442654451583,-0.07558163197384889,-0.08885888405474723,0.0,0.0
1,3,1,-0.13048363825187795,-0.019800495840554665,-0.07670341476764005,-0.07358071932479257,2.7755575615628914e-17,2.7755575615628914e-17
1,3,2,-0.17299724856946105,0.01947515141401015,-0.07603632147743311,-0.07748577567801782,2.7755575615628914e-17,2.7755575615628914e-17
1,4,0,0.03488503270433679,1.7554376056502048e-05,-0.0321950554111253,0.06709764249151859,0.0,0.0
1,4,1,0.08593918911903514,0.0013577767876707585,-0.014029185160493349,0.10132615106719925,0.0,0.0
1,4,2,0.10441089650047608,-0.0013753311637272605,0.004291734629385367,0.09874383070736345,0.0,0.0
2,0,0,0.11137933398037195,-0.0057593075649671616,0.04928934566052223,0.05633068075488255,0.0,0.0
2,0,1,0.01168846794395734,0.005697232130069662,0.0081133267012126,0.0092723733728144,3.469446951953614e-18,3.469446951953614e-18
2,0,2,0.025646421557083878,6.20754348974995e-05,0.011997298596257975,0.013711198395723401,0.0,0.0
2,1,0,0.024878347644873525,0.005637330066120001,0.03859150792672746,-0.008075830215733937,0.0,0.0
2,1,1,-0.09632832281580334,-0.07590231219618238,-0.07396214606995244,-0.09826848894203324,-2.7755575615628914e-17,2.7755575615628914e-17
2,1,2,-0.24347849842174024,0.07026498213006237,-0.0749945524680215,-0.0982189638236564,5.551115123125783e-17,5.551115123125783e-17
2,2,0,-0.18617495350407687,-0.035073248626946954,-0.05882269518976335,-0.16242550694126046,0.0,0.0
2,2,1,0.19423592548273066,0.02833512281006805,0.04610524689265009,0.17646580140014861,2.7755575615628914e-17,2.7755575615628914e-17
2,2,2,-0.3488113055513998,0.006738125816878901,-0.22318039787361876,-0.11889278186090213,0.0,0.0
2,3,0,-0.17640309131116774,-0.002541064703305178,-0.044154237358278475,-0.13478991865619444,0.0,0.0
2,3,1,-0.044005513424209886,0.018877185124702302,-0.05484346770092095,0.029715139401413362,6.938893903907228e-18,6.938893903907228e-18
2,3,2,0.21651050749573525,-0.016336120421397125,-0.045562286367478375,0.24573667344181652,-2.7755575615628914e-17,2.7755575615628914e-17
2,4,0,0.043821331825260545,0.018567952742152817,0.02602422102705525,0.03636506354035811,6.938893903907228e-18,6.938893903907228e-18
2,4,1,0.061592537891842006,-0.021106316855274726,-0.010642791878599529,0.05112901291516681,0.0,0.0
