mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,256,0.442894547169753,1.2216683163476127,1.1102230246251565e-16,0.0,1.6653345369377348e-16,6.900926354507405e-17,1.0,0.29324052714800386,3.606266500245973e-13
