input_path,n_time,n_valid,ny,nx,n_bands,n_modes_per_var,window,ridge_alpha,residual_mode,cov_shrinkage,coherence_mode,n_folds,n_perm,perm_block,density_source,mae_base_oof,mae_full_oof,oof_gain_frac,split_gain_median,split_gain_min,perm_stat_real_median_gain,perm_p_value,lambda_sign_consistency,strata_min_gain,strata_positive_frac,min_positive_strata_frac,corr_lambda_ctrl,coef_full_ctrl_global,coef_full_lambda_global,intercept_full_global,coef_base_ctrl_global,intercept_base_global,pass_mae_gain,pass_perm,pass_sign_consistency,pass_strata,pass_all
data/processed/wpwp_era5_2017_2019_experiment_M_input.nc,4380,4380,81,161,6,6,48,1e-06,physical_zscore,0.1,relative_offdiag_fro,6,140,24,pressure_over_kT,0.8018838932973342,0.8036112324002563,-0.0021541012574989677,-0.0004733029566052398,-0.009565827359057144,-0.0004733029566052398,0.6524822695035462,0.8333333333333334,-0.003412550156939575,0.0,0.67,-0.038451613413343196,-0.22079560770461426,0.00036625463256189923,0.0011003162761675292,-0.2213631091263193,8.716777345856902e-14,False,False,True,False,False
