eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.2384164790128977,-0.11522290734136241,0.03489885238002932,0.006338395658545104,True
0.9,0.21505823403409813,-0.09776616799988003,0.0636173460686914,0.0031230052125411634,True
1.5,0.24613714320733596,-0.059304923131913025,0.04792825320614247,0.0010052947065087858,True
