eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.212623433996018,-0.08023828140423211,0.03998561308829862,0.01033823945157386,True
0.9,0.23635322148978694,-0.02590207369162065,0.03474974088302485,0.001170563963140192,True
1.5,0.2183052899178681,-0.0421910060504766,0.06192579743423432,-0.0037073775845397616,True
