K_layers,dmu,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
4,0.48620514518350916,0.21615327089587383,0.21615327089587388,2.5681383863026805e-16,2.5681383863026803e-14
8,0.24310257259175458,0.21615327089587383,0.21615327089587388,2.5681383863026805e-16,2.5681383863026803e-14
16,0.12155128629587729,0.21615327089587386,0.21615327089587388,1.2840691931513402e-16,1.2840691931513402e-14
32,0.060775643147938645,0.21615327089587383,0.21615327089587388,2.5681383863026805e-16,2.5681383863026803e-14
64,0.030387821573969322,0.21615327089587383,0.21615327089587388,2.5681383863026805e-16,2.5681383863026803e-14
128,0.015193910786984661,0.21615327089587383,0.21615327089587388,2.5681383863026805e-16,2.5681383863026803e-14
