mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,120,0.283877058064319,0.6894420537341481,2.220446049250313e-16,0.0,1.1102230246251565e-16,5.0480155087592205e-17,1.0,0.5924736707819263,5.717109666720391e-13
