profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-2.0627021604945845,-2.2828442383843894,-2.2828442383843868,-0.021255653998729085,-0.021255653998729078,3.264493251688136e-16,3.2644932516881364e-14
gaussian,-2.936498572135549,-2.282844238384388,-2.2828442383843868,-0.02125565399872911,-0.021255653998729102,3.2644932516881326e-16,3.2644932516881326e-14
oscillating,-5.703630558433244,-2.282844238384387,-2.2828442383843868,-0.021255653998729123,-0.02125565399872912,1.6322466258440648e-16,1.6322466258440647e-14
