angle_deg,state,tr_F_rho_real
0.0,ket_0,0.42668289105157664
0.0,ket_1,0.42668289105157664
0.0,ket_plus,0.42668289105157653
0.0,ket_minus,0.42668289105157653
0.0,ket_plus_i,0.522346558858885
0.0,ket_minus_i,0.331019223244268
15.0,ket_0,0.42668289105157664
15.0,ket_1,0.42668289105157664
15.0,ket_plus,0.5762776698016544
15.0,ket_minus,0.27708811230149866
15.0,ket_plus_i,0.5026520326104034
15.0,ket_minus_i,0.3507137494927497
30.0,ket_0,0.42668289105157664
30.0,ket_1,0.42668289105157664
30.0,ket_plus,0.7156778115969752
30.0,ket_minus,0.13768797050617787
30.0,ket_plus_i,0.444910603282049
30.0,ket_minus_i,0.40845517882110405
45.0,ket_0,0.42668289105157664
45.0,ket_1,0.42668289105157664
45.0,ket_plus,0.8353834271438144
45.0,ket_minus,0.017982354959338698
45.0,ket_plus_i,0.3530572538603255
45.0,ket_minus_i,0.5003085282428276
60.0,ket_0,0.42668289105157664
60.0,ket_1,0.42668289105157664
60.0,ket_plus,0.9272367765655378
60.0,ket_minus,-0.07387099446238476
60.0,ket_plus_i,0.23335163831348638
60.0,ket_minus_i,0.6200141437896667
75.0,ket_0,0.42668289105157664
75.0,ket_1,0.42668289105157664
75.0,ket_plus,0.9849782058938923
75.0,ket_minus,-0.13161242379073923
75.0,ket_plus_i,0.09395149651816548
75.0,ket_minus_i,0.7594142855849876
90.0,ket_0,0.42668289105157664
90.0,ket_1,0.42668289105157664
90.0,ket_plus,1.004672732142374
90.0,ket_minus,-0.15130695003922087
90.0,ket_plus_i,-0.05564328223191234
90.0,ket_minus_i,0.9090090643350655
