mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,120,0.042191231894313876,0.9398555063948805,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.5092692409653102e-16,1.0,0.8731513551954541,8.425073120963819e-13
