profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
oscillating,12.340373292342402,0.01691829034826622,0.04185149766310847,0.08103482579579113,0.002285714285714286,0.022625444811536756,0.0008838334102692673
