profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
gaussian,10.201637975113297,0.009747668658935667,0.33649880909884,0.09802347450865058,0.00275,0.0006796680559010171,2.6549534997017034e-05
