profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,0.42770565353498213,1.2887624995068152,1.288762499506813,0.7990446307082182,0.7990446307082185,4.1683141915657305e-16,4.16831419156573e-14
gaussian,1.4690020106189994,1.2887624995068132,1.288762499506813,0.7990446307082181,0.799044630708218,1.3894380638552443e-16,1.3894380638552443e-14
oscillating,-10.156305385856957,1.2887624995068119,1.288762499506813,0.7990446307082179,0.7990446307082177,1.3894380638552448e-16,1.3894380638552448e-14
