mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,120,0.3222639703218482,0.6164786696077167,1.1102230246251565e-16,0.0,2.220446049250313e-16,8.584340073477787e-17,1.0,0.46551253679913385,4.491711660616625e-13
