angle_deg,state,tr_F_rho_real
0.0,ket_0,0.7471337262868037
0.0,ket_1,0.7471337262868037
0.0,ket_plus,0.7471337262868036
0.0,ket_minus,0.7471337262868036
0.0,ket_plus_i,1.2580718150087686
0.0,ket_minus_i,0.23619563756483863
15.0,ket_0,0.7471337262868037
15.0,ket_1,0.7471337262868037
15.0,ket_plus,0.955545629016324
15.0,ket_minus,0.5387218235572833
15.0,ket_plus_i,1.230633867487486
15.0,ket_minus_i,0.26363358508612134
30.0,ket_0,0.7471337262868037
30.0,ket_1,0.7471337262868037
30.0,ket_plus,1.1497546049917815
30.0,ket_minus,0.34451284758182577
30.0,ket_plus_i,1.1501898757038607
30.0,ket_minus_i,0.3440775768697465
45.0,ket_0,0.7471337262868037
45.0,ket_1,0.7471337262868037
45.0,ket_plus,1.316525633445956
45.0,ket_minus,0.17774181912765108
45.0,ket_plus_i,1.0222219647579656
45.0,ket_minus_i,0.47204548781564176
60.0,ket_0,0.7471337262868037
60.0,ket_1,0.7471337262868037
60.0,ket_plus,1.4444935443918516
60.0,ket_minus,0.04977390818175564
60.0,ket_plus_i,0.8554509363037909
60.0,ket_minus_i,0.6388165162698164
75.0,ket_0,0.7471337262868037
75.0,ket_1,0.7471337262868037
75.0,ket_plus,1.5249375361754767
75.0,ket_minus,-0.030670083601869454
75.0,ket_plus_i,0.6612419603283333
75.0,ket_minus_i,0.833025492245274
90.0,ket_0,0.7471337262868037
90.0,ket_1,0.7471337262868037
90.0,ket_plus,1.5523754836967594
90.0,ket_minus,-0.05810803112315215
90.0,ket_plus_i,0.4528300575988129
90.0,ket_minus_i,1.0414373949747944
