angle_deg,state,tr_F_rho_real
0.0,ket_0,0.7716820576854487
0.0,ket_1,0.7716820576854487
0.0,ket_plus,0.7716820576854485
0.0,ket_minus,0.7716820576854485
0.0,ket_plus_i,1.4480504420758944
0.0,ket_minus_i,0.09531367329500262
15.0,ket_0,0.7716820576854487
15.0,ket_1,0.7716820576854487
15.0,ket_plus,1.0389579311045356
15.0,ket_minus,0.5044061842663614
15.0,ket_plus_i,1.412862905795419
15.0,ket_minus_i,0.13050120957547806
30.0,ket_0,0.7716820576854487
30.0,ket_1,0.7716820576854487
30.0,ket_plus,1.2880193954443768
30.0,ket_minus,0.2553447199265202
30.0,ket_plus_i,1.3096982694013537
30.0,ket_minus_i,0.23366584596954332
45.0,ket_0,0.7716820576854487
45.0,ket_1,0.7716820576854487
45.0,ket_plus,1.5018933235037428
45.0,ket_minus,0.04147079186715435
45.0,ket_plus_i,1.1455870323763317
45.0,ket_minus_i,0.39777708299456527
60.0,ket_0,0.7716820576854487
60.0,ket_1,0.7716820576854487
60.0,ket_plus,1.6660045605287646
60.0,ket_minus,-0.12264044515786753
60.0,ket_plus_i,0.931713104316966
60.0,ket_minus_i,0.611651011053931
75.0,ket_0,0.7716820576854487
75.0,ket_1,0.7716820576854487
75.0,ket_plus,1.76916919692283
75.0,ket_minus,-0.22580508155193288
75.0,ket_plus_i,0.6826516399771246
75.0,ket_minus_i,0.8607124753937724
90.0,ket_0,0.7716820576854487
90.0,ket_1,0.7716820576854487
90.0,ket_plus,1.8043567332033055
90.0,ket_minus,-0.26099261783240835
90.0,ket_plus_i,0.4153757665580375
90.0,ket_minus_i,1.1279883488128595
