eta0,sample,k,bond,abs_src_mu,coh_layer_mean,coh_sum,absLambda_sum
0.5,3,3,2,0.026371065201621503,0.39238658378492713,0.661797590300824,0.13145808102347478
0.5,3,4,0,0.048612379278585374,0.40848576384082247,0.7431494777266701,0.6373303099969472
0.5,3,4,1,0.028273054371437567,0.40848576384082247,0.9043271749052078,0.269659376120487
0.5,3,4,2,0.03603459480010677,0.40848576384082247,0.8907935776366198,0.7244511623226186
0.5,4,0,0,0.004292007591540153,0.29713774888148203,0.5598305372127383,0.2947247295006945
0.5,4,0,1,0.0011218090558342175,0.29713774888148203,0.2148709402573592,0.1421269688296821
0.5,4,0,2,0.006423506237139996,0.29713774888148203,0.6287204583131899,0.04929990158892419
0.5,4,1,0,0.02352934793039161,0.44966170624579066,0.8569340549014688,0.17279493250438285
0.5,4,1,1,0.035293946532048044,0.44966170624579066,0.8881988630570619,0.3674182551507039
0.5,4,1,2,0.044969884605361346,0.44966170624579066,0.9417127700816939,0.4144252563698896
0.5,4,2,0,0.018222705495217487,0.46133198132719405,0.8920089756438568,0.15375877411049874
0.5,4,2,1,0.014806078913170626,0.46133198132719405,0.9569469422782904,0.20812602429471233
0.5,4,2,2,0.04285317715250142,0.46133198132719405,0.9533189496649195,0.5005202649010757
0.5,4,3,0,0.00451741168841283,0.3847681464748334,0.89915369042287,0.248163686125974
0.5,4,3,1,0.03177315448738274,0.3847681464748334,0.8982688183039652,0.19977092804736765
0.5,4,3,2,0.0019847936156450726,0.3847681464748334,0.6399188954764635,0.32788649293519473
0.5,4,4,0,0.012219542803902706,0.34432421224924586,0.4300765606594934,0.4614180512691132
0.5,4,4,1,0.017564972997275545,0.34432421224924586,0.6764454223032565,0.4207803892617937
0.5,4,4,2,0.0027984026190040505,0.34432421224924586,0.9472202883374901,0.6401802268322803
0.5,5,0,0,0.001671056804048164,0.39525587759348796,0.6225266121111137,0.21676711778385935
0.5,5,0,1,0.001777356758111108,0.39525587759348796,0.6312572648028272,0.2612800522971379
0.5,5,0,2,0.0288420214921526,0.39525587759348796,0.9584968982628381,0.2869078476617661
0.5,5,1,0,0.007367149803956181,0.3605670287455786,0.8162558215202637,0.40157323000227874
0.5,5,1,1,0.021264488702219822,0.3605670287455786,0.536195928940479,0.39025477548478926
0.5,5,1,2,0.02300475306015897,0.3605670287455786,0.6260122934620507,0.25841212792138213
0.5,5,2,0,0.001519586749272263,0.28472246397222817,0.7299251781863069,0.40625669366413153
0.5,5,2,1,0.021636722507566427,0.28472246397222817,0.7205246246543698,0.25708708761865995
0.5,5,2,2,0.021994388894794048,0.28472246397222817,0.40896467770260586,0.20994074178480446
0.5,5,3,0,0.033703334740005524,0.42360759419070426,0.9917496053163994,0.4649830014612298
0.5,5,3,1,0.01920784422136146,0.42360759419070426,0.7548346579704168,0.5639226435406657
0.5,5,3,2,0.008249907323941048,0.42360759419070426,0.7026807714464176,0.5133274380482465
0.5,5,4,0,0.007361363101319493,0.4218238955311279,0.844207737852885,0.44596682397286663
0.5,5,4,1,0.009192670403122577,0.4218238955311279,0.8320758392562202,0.493636181424669
0.5,5,4,2,0.005991710826378094,0.4218238955311279,0.8430878442716268,0.27129436124613493
0.5,6,0,0,0.00038238891285287836,0.3575527179425533,0.5069117263646868,0.3662986470588364
0.5,6,0,1,0.0002421139436574013,0.3575527179425533,0.64602912274619,0.32372049927531965
0.5,6,0,2,0.0016295033404575706,0.3575527179425533,0.9232991454055264,0.4844424549643751
0.5,6,1,0,0.06744969250386207,0.42160525648029556,0.9047339582784761,0.1591008034823735
0.5,6,1,1,0.05778893660788373,0.42160525648029556,0.9637254083762123,0.162394569233167
0.5,6,1,2,0.036165911351164155,0.42160525648029556,0.7816870676427059,0.4270222395273032
0.5,6,2,0,0.05028399849512084,0.3173749073576612,0.6992861966244992,0.12536308135622626
0.5,6,2,1,0.011466420087657891,0.3173749073576612,0.7007011858600787,0.23553005317893805
0.5,6,2,2,0.04454071007427452,0.3173749073576612,0.5702134328061458,0.13023765979370164
0.5,6,3,0,0.003748922355377206,0.3315068342745268,0.7176026470914818,0.2380218175091466
0.5,6,3,1,0.0017919118419800527,0.3315068342745268,0.43258896392573953,0.39061778432089966
0.5,6,3,2,0.009665499426446024,0.3315068342745268,0.6084246900066255,0.2319529128039173
0.5,6,4,0,5.150441173993295e-05,0.43163162897160023,0.8934290088355898,0.85601386718135
0.5,6,4,1,0.0029883628908605477,0.43163162897160023,0.8118684224103017,0.5243730379876426
0.5,6,4,2,0.0026849598166714082,0.43163162897160023,0.8330975070508113,0.030005090182019967
0.5,7,0,0,0.04528602698834405,0.43210275942314846,0.8030322012940538,0.24950031666163153
0.5,7,0,1,0.042839285738707406,0.43210275942314846,0.8412950937921353,0.2550558273179903
0.5,7,0,2,0.06023689863213885,0.43210275942314846,0.92537883639854,0.4110054393628716
0.5,7,1,0,0.03916105407517327,0.41105126109592777,0.970925817050694,0.04802601925753848
0.5,7,1,1,0.045377273698367915,0.41105126109592777,0.976663939434222,0.03683917090098671
0.5,7,1,2,0.049077757386835424,0.41105126109592777,0.673279227333017,0.12428118441198932
0.5,7,2,0,0.003977172607631797,0.3145213316297985,0.9416562639025692,0.31962245831138797
0.5,7,2,1,0.00641904296758127,0.3145213316297985,0.6660299104228163,0.20828166170737497
0.5,7,2,2,0.00460421049890128,0.3145213316297985,0.31642906261662473,0.1254065912449458
0.5,7,3,0,0.0005915546102404165,0.3659049904260988,0.4644824724808565,0.3945229291391822
0.5,7,3,1,0.012002772118192635,0.3659049904260988,0.6619567740853903,0.32098973593645935
0.5,7,3,2,0.036527934010897684,0.3659049904260988,0.9991374892235387,0.46558306079857525
0.5,7,4,0,0.007346592622333859,0.4784777047939902,0.9364249680218287,0.27763576363860454
0.5,7,4,1,0.004552939439544252,0.4784777047939902,0.9825358420887005,0.33358546975621317
0.5,7,4,2,0.0044334708186958,0.4784777047939902,0.977485851154132,0.7462852323589158
0.5,8,0,0,0.0033821607078888044,0.32416437659463326,0.5650649794937952,0.17779704538366714
0.5,8,0,1,0.008840224504246052,0.32416437659463326,0.49292235441582777,0.3958514587982439
0.5,8,0,2,0.022398911369137103,0.32416437659463326,0.731592526884738,0.580829520208229
0.5,8,1,0,0.028252878015204284,0.40441809240563314,0.7121127204668356,0.1795552674751328
0.5,8,1,1,0.00992270115355777,0.40441809240563314,0.9075861611653734,0.2196356265161301
0.5,8,1,2,0.008331283123057271,0.40441809240563314,0.905559649155697,0.29715107384165346
0.5,8,2,0,0.009624568531569608,0.43970146923923087,0.9684284260223118,0.14598182793158793
0.5,8,2,1,0.0052189852315047275,0.43970146923923087,0.9020470692223304,0.14523796219665586
0.5,8,2,2,0.00814341513850325,0.43970146923923087,0.7903774509346116,0.3833033611548958
0.5,8,3,0,0.02124822039965229,0.4303713020580701,0.7641691802237407,0.3192263005995397
0.5,8,3,1,0.03385185912619067,0.4303713020580701,0.9256090971224855,0.3416302550132706
0.5,8,3,2,0.04949065713759454,0.4303713020580701,0.9573160280085398,0.5116167821096412
0.5,8,4,0,0.0014973987911399201,0.36395406302484534,0.5546292715504167,0.258545454686616
0.5,8,4,1,0.013913867051248866,0.36395406302484534,0.48907983526998444,0.3111146484171099
0.5,8,4,2,0.05852748259059301,0.36395406302484534,0.9011869805489647,0.5802588358201832
0.5,9,0,0,0.009075095715654239,0.4868876025826351,0.9789545763534474,0.1751437189461944
0.5,9,0,1,0.006158477196201939,0.4868876025826351,0.9858759024815049,0.06201033995580648
0.5,9,0,2,0.012115591853456526,0.4868876025826351,0.968595833977093,0.4343322587899113
0.5,9,1,0,0.022329304145931688,0.40726382329815525,0.8423069360507938,0.3592649751035056
0.5,9,1,1,0.0072069197101284664,0.40726382329815525,0.7347860847306109,0.3001749589008807
0.5,9,1,2,0.01521281527081326,0.40726382329815525,0.7867483571418272,0.08901371943910055
0.5,9,2,0,0.07083321361246521,0.3440736020295892,0.7001335712615664,0.21317850705833152
0.5,9,2,1,0.029593759416270363,0.3440736020295892,0.5941680870734282,0.2023065679905002
0.5,9,2,2,0.004886124767643522,0.3440736020295892,0.6761608368567904,0.5320274805345978
0.5,9,3,0,0.0033122600798017546,0.3622583956345493,0.915165556005159,0.39907313522768356
0.5,9,3,1,0.035891852609412675,0.3622583956345493,0.6422917886024249,0.5013159394697316
0.5,9,3,2,0.028812878076866867,0.3622583956345493,0.5338680265330381,0.41818487791238335
0.5,9,4,0,0.008358925846548858,0.4620314606850938,0.8963010767790986,0.7878696093360567
0.5,9,4,1,0.023874639900645124,0.4620314606850938,0.9420670456715838,0.42321375230913955
0.5,9,4,2,0.0047117676372784465,0.4620314606850938,0.9518247659612766,0.44949079396528463
0.5,10,0,0,0.013724032629040255,0.3875033668918797,0.5866339104239091,0.2008122920507777
0.5,10,0,1,0.002983480681472447,0.3875033668918797,0.9482882578235059,0.05796912215375022
0.5,10,0,2,0.03281667852997079,0.3875033668918797,0.9633795571436095,0.2799685362183483
0.5,10,1,0,0.025416097406903815,0.4127800269161557,0.808952159831954,0.2986185043647886
0.5,10,1,1,0.0141792358192034,0.4127800269161557,0.8383800609791978,0.21265276443097503
0.5,10,1,2,0.04108662916492188,0.4127800269161557,0.8421679478326688,0.19339744008660242
0.5,10,2,0,0.02277358865695324,0.3826968889178052,0.9701024533825069,0.13982661314252448
0.5,10,2,1,0.03489048566504254,0.3826968889178052,0.8249437923963601,0.10005137939039738
0.5,10,2,2,0.017865836319050712,0.3826968889178052,0.5606851022887137,0.08698419648641328
0.5,10,3,0,0.02716627733967492,0.4765681156761828,0.9197461220042982,0.2362215870324757
0.5,10,3,1,0.0016776603271909266,0.4765681156761828,0.921104271737999,0.24013645818762286
0.5,10,3,2,0.020395900835084937,0.4765681156761828,0.986526340700433,0.1575746744487153
0.5,10,4,0,0.007832774633327247,0.3586079642511187,0.8392009815028681,0.6398025477413112
0.5,10,4,1,0.011445177346907833,0.3586079642511187,0.5970030641325756,0.45917089043853676
0.5,10,4,2,0.02088152288086542,0.3586079642511187,0.5952308755016066,0.27868409182155224
0.5,11,0,0,0.016071628651553878,0.47179156654879095,0.9299354665865116,0.1361995921474074
0.5,11,0,1,0.06589365184304463,0.47179156654879095,0.9053668234540544,0.36141718914886456
0.5,11,0,2,0.013722432332718599,0.47179156654879095,0.9572307996086521,0.7386737619091994
0.5,11,1,0,0.018923624275064187,0.4298267284305594,0.928384376765449,0.20264159658812844
0.5,11,1,1,0.054795982204307495,0.4298267284305594,0.7289233735579868,0.2212046267101315
0.5,11,1,2,0.04814289016799002,0.4298267284305594,0.7909225369567885,0.11844953120167487
0.5,11,2,0,0.0025995362738890394,0.45077226392846426,0.8956399992768149,0.2111545946331994
0.5,11,2,1,0.021897302963354886,0.45077226392846426,0.8293902760339258,0.2941683663327809
0.5,11,2,2,0.00999514091310632,0.45077226392846426,0.907449056437042,0.5389412653351244
0.5,11,3,0,0.01916885160616671,0.38558741087396536,0.7166974489133751,0.5189414942236055
0.5,11,3,1,0.0029219280138392477,0.38558741087396536,0.9905782339602534,0.4769039955083978
0.5,11,3,2,0.015161636249849559,0.38558741087396536,0.8256521945824865,0.2944620338836923
0.5,11,4,0,0.0043928672149510595,0.3940997211015089,0.787027235201883,0.6189429045237329
0.5,11,4,1,0.009292715020769879,0.3940997211015089,0.6114984681309518,0.830180908311638
0.5,11,4,2,0.008813823117941325,0.3940997211015089,0.7893716492041527,0.42789896478172484
0.5,12,0,0,0.06803038598590261,0.38636091049605464,0.9218266537954065,0.11800981031269134
0.5,12,0,1,0.03992580481020676,0.38636091049605464,0.9339370817656758,0.11050304066391464
0.5,12,0,2,0.020711237380426552,0.38636091049605464,0.6236169881888123,0.2367505249340587
0.5,12,1,0,0.032903778769769174,0.2600706047015055,0.6186880761686484,0.20513777921465476
0.5,12,1,1,0.025500198693425524,0.2600706047015055,0.7970177643565832,0.11993890637304856
0.5,12,1,2,0.028505746440843256,0.2600706047015055,0.4215943426373736,0.2526409624528019
0.5,12,2,0,0.0025985760179802683,0.3702350756084087,0.5849391655643588,0.23250520647978906
0.5,12,2,1,0.0009527354781663534,0.3702350756084087,0.8465870151605198,0.09825122997227784
0.5,12,2,2,0.0007012021698737407,0.3702350756084087,0.8960011368692762,0.38090389546189435
0.5,12,3,0,0.0026011948449995476,0.2537692779699249,0.4724369358894175,0.3920499925952945
0.5,12,3,1,0.0002897136736669764,0.2537692779699249,0.30162706505810216,0.4136009207730341
0.5,12,3,2,0.0013377112839648667,0.2537692779699249,0.5426401759902819,0.7015346079061174
0.5,12,4,0,0.0049667753613212825,0.36533429496142444,0.9514307960149118,0.6827460166891159
0.5,12,4,1,0.007250621074067314,0.36533429496142444,0.692694647634362,0.4936845119379505
0.5,12,4,2,0.0160807163309271,0.36533429496142444,0.5099063838307861,0.2806049620537854
0.5,13,0,0,0.008976499103804679,0.43926985155051007,0.9259304666337762,0.2580054488629274
0.5,13,0,1,0.011481769965320132,0.43926985155051007,0.9461956654235266,0.23244025515960093
0.5,13,0,2,0.0048299596122849935,0.43926985155051007,0.8311489395682641,0.2734287017603628
0.5,13,1,0,0.037388820538172565,0.39193083849069676,0.68786914034187,0.2695301345576624
0.5,13,1,1,0.0529984594947497,0.39193083849069676,0.9283514935341848,0.1761320832125922
0.5,13,1,2,0.05490428103950675,0.39193083849069676,0.8798542136209171,0.07716106695309752
0.5,13,2,0,0.016498350357066635,0.25871996426223565,0.6260538431544619,0.3660665576582376
0.5,13,2,1,0.06412923829409108,0.25871996426223565,0.6984415463067211,0.26359407566834353
0.5,13,2,2,0.05813657877104366,0.25871996426223565,0.4088260138944807,0.16029820003213635
0.5,13,3,0,0.003509065820216237,0.37304005830377934,0.820784049337688,0.10636625389003786
0.5,13,3,1,0.006636315388879038,0.37304005830377934,0.8214411445501519,0.1403493198696204
0.5,13,3,2,0.006679359441554902,0.37304005830377934,0.6713761838774295,0.2269644162671632
0.5,13,4,0,0.001385379739749423,0.4518110266890911,0.8340020707319055,0.5877385309833116
0.5,13,4,1,0.0053959791760747056,0.4518110266890911,0.9670967061846252,0.23601385561306698
0.5,13,4,2,0.0029851212752040972,0.4518110266890911,0.973242036024459,0.17177526275029495
0.5,14,0,0,0.0062205647382624135,0.41158642910284277,0.7225610813043122,0.31092620728782916
0.5,14,0,1,0.03453115235945241,0.41158642910284277,0.7308849316465502,0.1456168282475782
0.5,14,0,2,0.02722998214680258,0.41158642910284277,0.9237846351070589,0.24239754767098043
0.5,14,1,0,0.014753932657954284,0.38425621642188557,0.8700571653541711,0.10296911366281201
0.5,14,1,1,0.008334078358229526,0.38425621642188557,0.7490051938181417,0.042506897725661616
0.5,14,1,2,0.015082876612318025,0.38425621642188557,0.6669677003333712,0.07920914341493734
0.5,14,2,0,0.01327570335894937,0.4227986490315353,0.7527411437140878,0.280353900683715
0.5,14,2,1,0.012979054798206364,0.4227986490315353,0.8228445023268809,0.20289937692294868
0.5,14,2,2,0.011346441541683721,0.4227986490315353,0.9384534524120534,0.5497918459074355
0.5,14,3,0,0.012986201511969869,0.38390619620788524,0.591877507813189,0.12965426915923622
0.5,14,3,1,0.037003311726070964,0.38390619620788524,0.9228424503440282,0.15175580775891168
0.5,14,3,2,0.02423328867584485,0.38390619620788524,0.9437472770183518,0.4545155824657963
0.5,14,4,0,0.005673294566012543,0.43265832057252684,0.814631752176139,0.1855903688710781
0.5,14,4,1,0.02003965795675671,0.43265832057252684,0.8882258381443608,0.2503010684273271
0.5,14,4,2,0.019291517423489758,0.43265832057252684,0.9160015301139686,0.4453431498502618
0.5,15,0,0,0.010011438795379593,0.3498862126553536,0.5584364086984039,0.3106073779646785
0.5,15,0,1,0.0008386032061422242,0.3498862126553536,0.7562564014131578,0.2259195811618198
0.5,15,0,2,0.011599343208497571,0.3498862126553536,0.8411084419230104,0.240357507761622
0.5,15,1,0,0.008411448389368121,0.32795172922191973,0.8109708792138027,0.2972546086776865
0.5,15,1,1,0.00816862819287785,0.32795172922191973,0.6171984077093084,0.2858785261164787
0.5,15,1,2,0.001433609544565075,0.32795172922191973,0.5008360376738763,0.14616408690017166
0.5,15,2,0,0.0122592502085016,0.33179003946729607,0.7739759798334035,0.27793519145651835
0.5,15,2,1,0.00268491573170592,0.33179003946729607,0.7971249465572428,0.28920803387242466
0.5,15,2,2,0.002762829309078481,0.33179003946729607,0.5531841780357808,0.2808574799775113
0.5,15,3,0,0.015156391011324795,0.41482849144358763,0.7041984927145393,0.5374642057784406
0.5,15,3,1,0.014540656828873084,0.41482849144358763,0.850890874632444,0.3793597332896776
0.5,15,3,2,0.00033298958178613284,0.41482849144358763,0.9551154730598113,0.2295001696173836
0.5,15,4,0,0.018572897534505292,0.3336524930655809,0.5046289176618071,0.6732272902916424
0.5,15,4,1,0.018646412806646112,0.3336524930655809,0.6419028314483486,0.7197600294435753
0.5,15,4,2,0.005618072644245733,0.3336524930655809,0.8299810546005166,0.742629319602324
0.5,16,0,0,0.006074697049268321,0.386582722083451,0.7002444244671416,0.13628663910250027
0.5,16,0,1,0.012178001109670685,0.386582722083451,0.7509421802137439,0.29104533462020254
0.5,16,0,2,0.015088251408087205,0.386582722083451,0.8460864638666625,0.2703164373137717
0.5,16,1,0,0.010023447791434499,0.23525942378611034,0.27532268757412154,0.43135823331356854
0.5,16,1,1,0.007232493053868239,0.23525942378611034,0.24705645474806387,0.36416436496984317
0.5,16,1,2,0.013086730289658195,0.23525942378611034,0.6657150075703198,0.24057171401815916
0.5,16,2,0,0.011047707039888041,0.47254021233220866,0.9263927314574031,0.2201505924941595
0.5,16,2,1,0.03366860154778369,0.47254021233220866,0.9389561336009029,0.039280798830175156
0.5,16,2,2,0.026366676150974083,0.47254021233220866,0.9637681178714315,0.3165167996186769
0.5,16,3,0,0.011229823557193562,0.3268199568804578,0.7806422185112012,0.25131875992351826
0.5,16,3,1,0.01703636311074628,0.3268199568804578,0.3840817621465744,0.4954755211396387
0.5,16,3,2,0.01218727234909481,0.3268199568804578,0.52663760901063,0.4362098515970376
0.5,16,4,0,0.017840979433619314,0.38759235627199085,0.6866292786861194,0.3889231571539859
0.5,16,4,1,0.01641178035015708,0.38759235627199085,0.7911679580248125,0.3212160671817179
0.5,16,4,2,0.028950485644338275,0.38759235627199085,0.8637401464018439,0.18930541686370117
0.5,17,0,0,0.001054303857404227,0.34298558976119387,0.8428657296632924,0.18319579942300723
0.5,17,0,1,0.00036471372806682375,0.34298558976119387,0.8648963010263289,0.3051829349204216
0.5,17,0,2,0.00027258814005994415,0.34298558976119387,0.5290766293814831,0.38905427804839343
0.5,17,1,0,0.011021250965836057,0.2301200962595532,0.6877391707520611,0.25578856609441997
0.5,17,1,1,0.0013281248148830228,0.2301200962595532,0.5061050939054449,0.15876489590659598
0.5,17,1,2,0.0004665944559459279,0.2301200962595532,0.23274121428615174,0.21907749714290278
0.5,17,2,0,0.01133946271223977,0.4496687658704286,0.8760949692797908,0.2538106229159511
0.5,17,2,1,0.023370178625774563,0.4496687658704286,0.9123104345419574,0.15151755593879548
0.5,17,2,2,0.018294453788908538,0.4496687658704286,0.9225800942019236,0.4527490013858181
0.5,17,3,0,0.014814021645268967,0.4706089858496626,0.9646188602796999,0.2343130741900057
0.5,17,3,1,0.023218533747486017,0.4706089858496626,0.9564404011796696,0.20098366542468116
0.5,17,3,2,0.00948017810684093,0.4706089858496626,0.9178170831189505,0.4938913869749163
0.5,17,4,0,0.033257855293005345,0.4116264677280856,0.7544116308456019,0.3419660951753104
0.5,17,4,1,0.013588539637022737,0.4116264677280856,0.8307419139464713,0.4253151291440035
0.5,17,4,2,0.014245203423326663,0.4116264677280856,0.8920942400667403,0.934671892939209
0.5,18,0,0,0.00892795657936378,0.41502140770459667,0.6920669544399605,0.29523985189789237
0.5,18,0,1,0.0033420513417973126,0.41502140770459667,0.6714131340712137,0.1755680047122752
0.5,18,0,2,0.02143334689703117,0.41502140770459667,0.9680186763784261,0.4851815821620982
0.5,18,1,0,0.03336842098097219,0.35000004558166786,0.7323929540987568,0.3240891479159227
0.5,18,1,1,0.006159012821876433,0.35000004558166786,0.49338707575625584,0.3201903003575772
0.5,18,1,2,0.004517608693856697,0.35000004558166786,0.6676072282279146,0.29969386243341545
0.5,18,2,0,0.008568839983547358,0.3623491540037203,0.6124292554950388,0.17254869385752344
0.5,18,2,1,0.009973240594228265,0.3623491540037203,0.7443961591192558,0.2632251095822262
0.5,18,2,2,0.013123341390492075,0.3623491540037203,0.8369673605198424,0.42293555602631794
0.5,18,3,0,0.00856680318604676,0.2951066784586277,0.536754182079208,0.3940648509989054
0.5,18,3,1,0.02574430327183342,0.2951066784586277,0.47448545057506164,0.2831972516992024
0.5,18,3,2,0.008544316402250687,0.2951066784586277,0.6436725317553027,0.3971071467296975
0.5,18,4,0,0.0001482879929761696,0.46579988782400794,0.9208310556621344,0.05325496658244935
0.5,18,4,1,0.0005901211848332673,0.46579988782400794,0.9700537798069095,0.3134955296294083
0.5,18,4,2,0.0004998983847310722,0.46579988782400794,0.9423684956338974,0.8142519194340286
0.5,19,0,0,0.002295240235670631,0.3787427585257197,0.8089392523997146,0.21908075979273423
0.5,19,0,1,0.0004491310830260089,0.3787427585257197,0.6977746154673496,0.10021943240188876
0.5,19,0,2,0.0015117087475641764,0.3787427585257197,0.7060317817031643,0.47962162100189176
0.5,19,1,0,0.011513114338388572,0.426648504501813,0.7610705753929028,0.35565263624057253
0.5,19,1,1,0.03031893819246608,0.426648504501813,0.8101900659449537,0.4377958832507207
0.5,19,1,2,0.006973987256661301,0.426648504501813,0.9455234426143493,0.42420891784915027
0.5,19,2,0,0.014753581859785779,0.4332551466178344,0.9923408985077597,0.2043957033543335
0.5,19,2,1,0.0006000091570823808,0.4332551466178344,0.7663987423280657,0.3040073102565412
0.5,19,2,2,0.020631226963935035,0.4332551466178344,0.7406796879635777,0.42409495463980734
0.5,19,3,0,0.042678595834938306,0.38660659954397014,0.7452600284404693,0.17224605262097625
0.5,19,3,1,0.03943004542803312,0.38660659954397014,0.6282836871860442,0.19400339333037003
0.5,19,3,2,0.05183263746202242,0.38660659954397014,0.8011663697354112,0.5453581496135332
0.5,19,4,0,0.006902450266480122,0.4882618151010796,0.9662852434659261,0.49725627146422036
0.5,19,4,1,0.0024520887614740004,0.4882618151010796,0.9996362126711433,0.14643370346262438
0.5,19,4,2,0.0075685514097312565,0.4882618151010796,0.986762016938392,0.3345578640729155
0.5,20,0,0,0.007418740141332593,0.4460572949836007,0.911837315937787,0.1623979573016717
