sample,k,bond,dO_dt,div_x_j,src_deph,src_mu,residual,abs_residual
3,4,2,-0.00389989691383339,0.00542297253137549,-0.002369457234144442,0.0038925328516865388,3.469446951953614e-18,3.469446951953614e-18
4,0,0,0.01791710998226446,-0.0056344757445092345,0.008188422825170152,0.004094211412585075,0.0,0.0
4,0,1,-0.016797932866198566,0.022749016463322867,0.0039673890647495364,0.0019836945323747687,-4.336808689942018e-18,4.336808689942018e-18
4,0,2,0.03220488000958781,-0.01711454071881363,0.010060226193849452,0.0050301130969247244,0.0,0.0
4,1,0,-0.0048816526492965855,0.0024113495862664257,-0.00016049494495302822,-0.0023098081180771314,0.0,0.0
4,1,1,-0.0005581178322170493,-0.002078127482481011,-0.0024246106676469132,-0.0002116346470511474,8.673617379884035e-19,8.673617379884035e-19
4,1,2,-0.004707519351425387,-0.00033322210378541477,-0.0008487433371469796,-0.004191998118063823,8.673617379884035e-19,8.673617379884035e-19
4,2,0,0.044618796277494696,-0.04299806480977998,0.001289671351366418,0.0003310601163482948,1.734723475976807e-18,1.734723475976807e-18
4,2,1,-0.02157111354608535,0.030629517868878374,0.005450393189527607,0.003608011133265418,0.0,0.0
4,2,2,0.017377594005639645,0.012368546940901608,0.019643949920511685,0.010102191026029569,0.0,0.0
4,3,0,0.03478344939078632,-0.008757342193692098,-0.004334768662226847,0.03036087585932106,6.938893903907228e-18,6.938893903907228e-18
4,3,1,-0.02238478533492558,0.00863184828262207,0.005383640329605559,-0.019136577381909072,1.734723475976807e-18,1.734723475976807e-18
4,3,2,-0.03229396506992441,0.00012549391107002754,-0.006899810724325562,-0.025268660434528814,0.0,0.0
4,4,0,0.011687086037279191,-0.006595226168256144,0.0031293054322061673,0.001962554436816879,0.0,0.0
4,4,1,-0.001517741953628176,-0.02560404378064714,-0.024818915353307595,-0.0023028703809677142,-6.938893903907228e-18,6.938893903907228e-18
4,4,2,-0.03453006102463302,0.032199269948903285,-0.006059182993800344,0.003728391918070605,5.204170427930421e-18,5.204170427930421e-18
5,0,0,0.05015659602515467,-0.08223886372463547,-0.02138817846632053,-0.010694089233160268,-6.938893903907228e-18,6.938893903907228e-18
5,0,1,-0.13283969177849717,0.0859218083726346,-0.03127858893724168,-0.01563929446862084,-3.469446951953614e-17,3.469446951953614e-17
5,0,2,-0.0022668873420847177,-0.003682944647999141,-0.003966554660055908,-0.001983277330027952,8.673617379884035e-19,8.673617379884035e-19
5,1,0,-0.04580915400860067,0.010674773742556857,-0.03759424246639818,0.0024598622003543687,-6.938893903907228e-18,6.938893903907228e-18
5,1,1,-0.0001687667100930875,-0.014180984278929094,-0.021508766350560392,0.00715901536153821,0.0,0.0
5,1,2,-0.0012999265010849225,0.0035062105363722375,-0.004553915471903462,0.006760199507190777,0.0,0.0
5,2,0,-0.026526297030774373,0.0013017551615833018,-0.02555555728872997,0.0003310154195389,-3.469446951953614e-18,3.469446951953614e-18
5,2,1,0.015545142455018094,0.022812262486614086,0.0163889829807955,0.021968421960836683,-6.938893903907228e-18,6.938893903907228e-18
5,2,2,0.009025721873631523,-0.024114017648197386,-0.015159138694560047,7.084291999418305e-05,1.734723475976807e-18,1.734723475976807e-18
5,3,0,0.042318344662092965,-0.0026946561263506133,0.022432260443870224,0.017191428091872123,6.938893903907228e-18,6.938893903907228e-18
5,3,1,-0.003176218625306923,0.011635632338805348,0.013120105538157041,-0.004660691824658618,3.469446951953614e-18,3.469446951953614e-18
5,3,2,0.019034573665297545,-0.008940976212454734,-0.002051750672839827,0.012145348125682642,-3.469446951953614e-18,3.469446951953614e-18
5,4,0,-0.015717933006258875,-0.0035062375254901338,-0.007921061374442496,-0.01130310915730651,-3.469446951953614e-18,3.469446951953614e-18
5,4,1,-0.04915856661219944,0.051015047715672154,0.009524049359347073,-0.007667568255874365,8.673617379884035e-18,8.673617379884035e-18
5,4,2,0.02808334479854547,-0.04750881019018202,-0.02378531782133119,0.004359852429694642,-3.469446951953614e-18,3.469446951953614e-18
6,0,0,-0.040687110309484305,-0.00017764982289459062,-0.02724317342158593,-0.01362158671079296,-6.938893903907228e-18,6.938893903907228e-18
6,0,1,0.04005019656941852,-0.09056123985994226,-0.03367402886034915,-0.016837014430174574,-1.3877787807814457e-17,1.3877787807814457e-17
6,0,2,-0.034734147614150376,0.09073888968283685,0.037336494712457646,0.018668247356228823,0.0,0.0
6,1,0,-0.047271080378445435,0.016919343274223626,-0.019072790452918445,-0.01127894665130336,-3.469446951953614e-18,3.469446951953614e-18
6,1,1,0.004051194623937337,0.005147022099370388,0.0011838449327770404,0.008014371790530678,6.938893903907228e-18,6.938893903907228e-18
6,1,2,0.01393180077117366,-0.022066365373594014,0.007102063546301001,-0.015236628148721352,-3.469446951953614e-18,3.469446951953614e-18
6,2,0,0.054877998781412404,-0.020201418094121522,0.016199998494741033,0.01847658219254985,0.0,0.0
6,2,1,0.050800615131081035,-0.10059643543144642,-0.029315786816661544,-0.020480033483703815,-2.0816681711721685e-17,2.0816681711721685e-17
6,2,2,-0.16819041680013036,0.12079785352556793,-0.028701952567238877,-0.018690610707323564,1.3877787807814457e-17,1.3877787807814457e-17
6,3,0,0.01736232228075576,4.13053536402807e-05,0.0004282395414804094,0.01697538809291563,0.0,0.0
6,3,1,0.014145954885390008,0.0009124473837417343,-0.0009965842069019144,0.016054986476033657,0.0,0.0
6,3,2,-0.0008963277013984382,-0.000953752737382015,0.0006953759166569267,-0.0025454563554373802,2.168404344971009e-19,2.168404344971009e-19
6,4,0,-0.004407776856206497,0.0010021266981469876,-0.0034055646864002117,-8.547165929806197e-08,4.336808689942018e-19,4.336808689942018e-19
6,4,1,-0.0013692530904407373,0.006346325928929071,0.00440451322612252,0.0005725596123658135,0.0,0.0
6,4,2,0.012854440330631985,-0.007348452627076059,0.0058417734683683855,-0.0003357857648124606,1.734723475976807e-18,1.734723475976807e-18
7,0,0,-0.009082827807007348,0.03408708413668357,0.01666950421978415,0.008334752109892074,-3.469446951953614e-18,3.469446951953614e-18
7,0,1,0.04338413585935123,-0.025900247656391043,0.011655925468640128,0.005827962734320065,-3.469446951953614e-18,3.469446951953614e-18
7,0,2,-0.023933474388141522,-0.008186836480292527,-0.021413540578956034,-0.010706770289478014,0.0,0.0
