profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
constant,16.31482994483585,0.00041942815761263666,0.9702005847275033,0.061293927266249625,0.0020357142857142857,0.022625444811536756,0.0008838334102692664
