n,omega_profile,dmu_mcwf,Delta_mu,K_layers,Gamma,p_jump,Ntraj,dS_hor_avg,dQ_avg,dQ_in,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,oscillating,0.03,2.0,64,0.09,0.0026999999999999997,700,0.021942857142857142,-4.24322908159726e-05,4.24322908159726e-05,0.019590009201611355,0.01959000920161055,0.002857142857142857,0.022625444811536756,0.19942045675828285,0.0008838334102692685,0.18285714285714286
1,oscillating,0.03,2.0,64,0.09,0.0026999999999999997,700,0.0,0.0,-0.0,0.019590009201611355,0.0,0.0,0.022625444811536756,0.19942045675828285,0.0008838334102692685,0.18285714285714286
2,oscillating,0.03,2.0,64,0.09,0.0026999999999999997,700,0.043885714285714285,-8.486458163194393e-05,8.486458163194393e-05,0.049328767318988304,0.02973875811737695,0.005714285714285714,0.022625444811536752,0.19827764611783422,0.0008838334102692687,0.5485714285714286
3,oscillating,0.03,2.0,64,0.09,0.0026999999999999997,700,0.021942857142857142,-4.243229081597212e-05,4.243229081597212e-05,0.062467458442168264,0.01313869112317996,0.002857142857142857,0.022625444811536756,0.19770624079760993,0.0008838334102692686,0.7314285714285714
4,oscillating,0.03,2.0,64,0.09,0.0026999999999999997,700,0.0,0.0,-0.0,0.062467458442168264,0.0,0.0,0.022625444811536756,0.19770624079760993,0.0008838334102692686,0.7314285714285714
5,oscillating,0.03,2.0,64,0.09,0.0026999999999999997,700,0.0,0.0,-0.0,0.062467458442168264,0.0,0.0,0.022625444811536756,0.19770624079760993,0.0008838334102692686,0.7314285714285714
6,oscillating,0.03,2.0,64,0.09,0.0026999999999999997,700,0.0,0.0,-0.0,0.062467458442168264,0.0,0.0,0.022625444811536756,0.19770624079760993,0.0008838334102692686,0.7314285714285714
7,oscillating,0.03,2.0,64,0.09,0.0026999999999999997,700,0.032914285714285715,-6.364843622395802e-05,6.364843622395802e-05,0.0808545011445566,0.018387042702388334,0.004285714285714286,0.022625444811536756,0.19684913281727348,0.0008838334102692686,1.0057142857142858
8,oscillating,0.03,2.0,64,0.09,0.0026999999999999997,700,0.021942857142857142,-4.2432290815971486e-05,4.2432290815971486e-05,0.09242604875232643,0.011571547607769836,0.002857142857142857,0.022625444811536756,0.19627772749704916,0.0008838334102692686,1.1885714285714286
9,oscillating,0.03,2.0,64,0.09,0.0026999999999999997,700,0.032914285714285715,-6.364843622395755e-05,6.364843622395755e-05,0.10895942760103172,0.016533378848705288,0.004285714285714286,0.022625444811536756,0.19542061951671272,0.0008838334102692686,1.4628571428571429
