profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
gaussian,-2.4749451300711827,0.024316270298556052,0.06380899385638394,-0.40404936168069255,0.0034583333333333332,-0.0007287238741580685,0.09804932344403264
