profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.6073920771067453,-1.3051146133770155,-1.3051146133770182,-0.014311197057069087,-0.014311197057069088,1.2121442176074367e-16,1.2121442176074367e-14
gaussian,-1.4908137428642676,-1.3051146133770184,-1.3051146133770182,-0.014311197057069094,-0.0143111970570691,4.848576870429742e-16,4.848576870429742e-14
oscillating,2.8524055852183925,-1.3051146133770182,-1.3051146133770182,-0.0143111970570691,-0.014311197057069099,1.2121442176074357e-16,1.2121442176074357e-14
