angle_deg,state,tr_F_rho_real
0.0,ket_0,0.4478760469635835
0.0,ket_1,0.4478760469635835
0.0,ket_plus,0.4478760469635834
0.0,ket_minus,0.4478760469635834
0.0,ket_plus_i,0.5369468187863834
0.0,ket_minus_i,0.35880527514078336
15.0,ket_0,0.4478760469635835
15.0,ket_1,0.4478760469635835
15.0,ket_plus,0.592079715757323
15.0,ket_minus,0.3036723781698439
15.0,ket_plus_i,0.517962045628422
15.0,ket_minus_i,0.3777900482987448
30.0,ket_0,0.4478760469635835
30.0,ket_1,0.4478760469635835
30.0,ket_plus,0.7264561428305993
30.0,ket_minus,0.16929595109656742
30.0,ket_plus_i,0.46230150707143175
30.0,ket_minus_i,0.43345058685573506
45.0,ket_0,0.4478760469635835
45.0,ket_1,0.4478760469635835
45.0,ket_plus,0.8418477967459145
45.0,ket_minus,0.05390429718125239
45.0,ket_plus_i,0.37375837683468244
45.0,ket_minus_i,0.5219937170924843
60.0,ket_0,0.4478760469635835
60.0,ket_1,0.4478760469635835
60.0,ket_plus,0.9303909269826638
60.0,ket_minus,-0.03463883305549692
60.0,ket_plus_i,0.25836672291936746
60.0,ket_minus_i,0.6373853710077994
75.0,ket_0,0.4478760469635835
75.0,ket_1,0.4478760469635835
75.0,ket_plus,0.9860514655396541
75.0,ket_minus,-0.09029937161248723
75.0,ket_plus_i,0.12399029584609089
75.0,ket_minus_i,0.7717617980810759
90.0,ket_0,0.4478760469635835
90.0,ket_1,0.4478760469635835
90.0,ket_plus,1.0050362386976155
90.0,ket_minus,-0.10928414477044866
90.0,ket_plus_i,-0.020213372947648578
90.0,ket_minus_i,0.9159654668748154
